kepid,kepler_name,pl_name
8120608,Kepler-186 b,Kepler-186 b
8120608,Kepler-186 c,Kepler-186 c
8120608,Kepler-186 d,Kepler-186 d
8120608,Kepler-186 e,Kepler-186 e
8120608,Kepler-186 f,Kepler-186 f
11818872,Kepler-1860 b,Kepler-1860 b
11771430,Kepler-1861 b,Kepler-1861 b
11465950,Kepler-1862 b,Kepler-1862 b
7584650,Kepler-1863 b,Kepler-1863 b
6198182,Kepler-1864 b,Kepler-1864 b
6211812,Kepler-1865 b,Kepler-1865 b
8547429,Kepler-1866 b,Kepler-1866 b
7762723,Kepler-1867 b,Kepler-1867 b
7826659,Kepler-1868 b,Kepler-1868 b
7202957,Kepler-1869 b,Kepler-1869 b
7202957,Kepler-1869 c,Kepler-1869 c
8193178,Kepler-187 b,Kepler-187 b
8193178,Kepler-187 c,Kepler-187 c
5369827,Kepler-1870 b,Kepler-1870 b
3346154,Kepler-1871 b,Kepler-1871 b
7659389,Kepler-1872 b,Kepler-1872 b
9472074,Kepler-1873 b,Kepler-1873 b
7877978,Kepler-1874 b,Kepler-1874 b
11874577,Kepler-1875 b,Kepler-1875 b
5905822,Kepler-1876 b,Kepler-1876 b
9898447,Kepler-1877 b,Kepler-1877 b
8263545,Kepler-1878 b,Kepler-1878 b
6197215,Kepler-1879 b,Kepler-1879 b
8344004,Kepler-188 b,Kepler-188 b
8344004,Kepler-188 c,Kepler-188 c
5436338,Kepler-1880 b,Kepler-1880 b
8758204,Kepler-1881 b,Kepler-1881 b
7749773,Kepler-1882 b,Kepler-1882 b
6606438,Kepler-1883 b,Kepler-1883 b
7463685,Kepler-1884 b,Kepler-1884 b
10332213,Kepler-1885 b,Kepler-1885 b
4385148,Kepler-1886 b,Kepler-1886 b
8617363,Kepler-1887 b,Kepler-1887 b
6356692,Kepler-1888 b,Kepler-1888 b
5980783,Kepler-1889 b,Kepler-1889 b
8355239,Kepler-189 b,Kepler-189 b
8355239,Kepler-189 c,Kepler-189 c
5450893,Kepler-1890 b,Kepler-1890 b
8360640,Kepler-1891 b,Kepler-1891 b
6636320,Kepler-1892 b,Kepler-1892 b
8709688,Kepler-1893 b,Kepler-1893 b
11618601,Kepler-1894 b,Kepler-1894 b
11618601,Kepler-1894 c,Kepler-1894 c
11137180,Kepler-1895 b,Kepler-1895 b
5092266,Kepler-1896 b,Kepler-1896 b
4067925,Kepler-1897 b,Kepler-1897 b
3328080,Kepler-1898 b,Kepler-1898 b
2715695,Kepler-1899 b,Kepler-1899 b
2571238,Kepler-19 b,Kepler-19 b
2571238,Kepler-19 c,Kepler-19 c
2571238,Kepler-19 d,Kepler-19 d
8616637,Kepler-190 b,Kepler-190 b
8616637,Kepler-190 c,Kepler-190 c
8430964,Kepler-1900 b,Kepler-1900 b
9020114,Kepler-1901 b,Kepler-1901 b
6609270,Kepler-1902 b,Kepler-1902 b
12406807,Kepler-1903 b,Kepler-1903 b
12352520,Kepler-1904 b,Kepler-1904 b
9650989,Kepler-1905 b,Kepler-1905 b
3756264,Kepler-1906 b,Kepler-1906 b
10252275,Kepler-1907 b,Kepler-1907 b
10252275,Kepler-1907 c,Kepler-1907 c
6945786,Kepler-1909 b,Kepler-1909 b
9020160,Kepler-191 b,Kepler-191 b
9020160,Kepler-191 c,Kepler-191 c
9020160,Kepler-191 d,Kepler-191 d
5978170,Kepler-1910 b,Kepler-1910 b
6153407,Kepler-1911 b,Kepler-1911 b
9569711,Kepler-1912 b,Kepler-1912 b
8620402,Kepler-1913 b,Kepler-1913 b
3544640,Kepler-1914 b,Kepler-1914 b
8331612,Kepler-1915 b,Kepler-1915 b
10922659,Kepler-1916 b,Kepler-1916 b
8824737,Kepler-1917 b,Kepler-1917 b
6779726,Kepler-1918 b,Kepler-1918 b
8078502,Kepler-1919 b,Kepler-1919 b
9146018,Kepler-192 b,Kepler-192 b
9146018,Kepler-192 c,Kepler-192 c
9146018,Kepler-192 d,Kepler-192 d
3745559,Kepler-1920 b,Kepler-1920 b
9117416,Kepler-1921 b,Kepler-1921 b
9117416,Kepler-1921 c,Kepler-1921 c
2717158,Kepler-1922 b,Kepler-1922 b
5213230,Kepler-1923 b,Kepler-1923 b
7288444,Kepler-1924 b,Kepler-1924 b
8880123,Kepler-1925 b,Kepler-1925 b
8231667,Kepler-1926 b,Kepler-1926 b
6058816,Kepler-1927 b,Kepler-1927 b
3440118,Kepler-1928 b,Kepler-1928 b
10363115,Kepler-1929 b,Kepler-1929 b
9782691,Kepler-193 b,Kepler-193 b
9782691,Kepler-193 c,Kepler-193 c
4947556,Kepler-1930 b,Kepler-1930 b
7679812,Kepler-1931 b,Kepler-1931 b
5773121,Kepler-1932 b,Kepler-1932 b
4814502,Kepler-1933 b,Kepler-1933 b
1718958,Kepler-1934 b,Kepler-1934 b
4673628,Kepler-1935 b,Kepler-1935 b
8686373,Kepler-1936 b,Kepler-1936 b
5530112,Kepler-1937 b,Kepler-1937 b
5906694,Kepler-1938 b,Kepler-1938 b
5688683,Kepler-1939 b,Kepler-1939 b
10600261,Kepler-194 b,Kepler-194 b
10600261,Kepler-194 c,Kepler-194 c
10600261,Kepler-194 d,Kepler-194 d
8951205,Kepler-1940 b,Kepler-1940 b
11465651,Kepler-1941 b,Kepler-1941 b
8439323,Kepler-1942 b,Kepler-1942 b
5881120,Kepler-1943 b,Kepler-1943 b
4078311,Kepler-1944 b,Kepler-1944 b
6752002,Kepler-1945 b,Kepler-1945 b
7257966,Kepler-1946 b,Kepler-1946 b
6879171,Kepler-1947 b,Kepler-1947 b
10525049,Kepler-1948 b,Kepler-1948 b
7450747,Kepler-1949 b,Kepler-1949 b
10656823,Kepler-195 b,Kepler-195 b
10656823,Kepler-195 c,Kepler-195 c
7103919,Kepler-1950 b,Kepler-1950 b
5095082,Kepler-1951 b,Kepler-1951 b
8087812,Kepler-1952 b,Kepler-1952 b
9702006,Kepler-1953 b,Kepler-1953 b
7703882,Kepler-1954 b,Kepler-1954 b
5308537,Kepler-1955 b,Kepler-1955 b
11718389,Kepler-1956 b,Kepler-1956 b
10604592,Kepler-1957 b,Kepler-1957 b
6276791,Kepler-1958 b,Kepler-1958 b
8636600,Kepler-1959 b,Kepler-1959 b
6587002,Kepler-196 b,Kepler-196 b
6587002,Kepler-196 c,Kepler-196 c
6587002,Kepler-196 d,Kepler-196 d
9898017,Kepler-1960 b,Kepler-1960 b
4545570,Kepler-1961 b,Kepler-1961 b
5003670,Kepler-1962 b,Kepler-1962 b
10220837,Kepler-1963 b,Kepler-1963 b
11519187,Kepler-1964 b,Kepler-1964 b
2857607,Kepler-1965 b,Kepler-1965 b
5962262,Kepler-1966 b,Kepler-1966 b
7778621,Kepler-1967 b,Kepler-1967 b
9021075,Kepler-1968 b,Kepler-1968 b
11513486,Kepler-1969 b,Kepler-1969 b
12068975,Kepler-197 b,Kepler-197 b
12068975,Kepler-197 c,Kepler-197 c
12068975,Kepler-197 d,Kepler-197 d
12068975,Kepler-197 e,Kepler-197 e
8121913,Kepler-1970 b,KIC 8121913 b
6592335,Kepler-1971 b,KOI-4777.01
4735826,Kepler-1972 b,Kepler-1972 b
4735826,Kepler-1972 c,Kepler-1972 c
1161345,Kepler-1973 b,KOI-984 b
1161345,Kepler-1973 c,KOI-984 c
10736489,Kepler-1974 b,KOI-7368 b
8873450,Kepler-1975 b,KOI-7913 b
11138155,Kepler-1976 b,Kepler-1976 b
1717722,Kepler-1977 b,Kepler-1977 b
2832589,Kepler-1978 b,Kepler-1978 b
3229150,Kepler-1979 b,Kepler-1979 b
3541946,Kepler-198 b,Kepler-198 b
3541946,Kepler-198 c,Kepler-198 c
3541946,Kepler-198 d,Kepler-198 d
3559860,Kepler-1980 b,Kepler-1980 b
3634051,Kepler-1981 b,Kepler-1981 b
4548098,Kepler-1982 b,Kepler-1982 b
4857058,Kepler-1983 b,Kepler-1983 b
5531953,Kepler-1984 b,Kepler-1984 b
6697605,Kepler-1985 b,Kepler-1985 b
7285757,Kepler-1986 b,Kepler-1986 b
7376983,Kepler-1987 b,Kepler-1987 b
7376983,Kepler-1987 c,Kepler-1987 c
7376983,Kepler-1987 d,Kepler-1987 d
7376983,Kepler-1987 e,Kepler-1987 e
7983117,Kepler-1988 b,Kepler-1988 b
8162789,Kepler-1989 b,Kepler-1989 b
5113822,Kepler-199 b,Kepler-199 b
5113822,Kepler-199 c,Kepler-199 c
8456679,Kepler-1990 b,Kepler-1990 b
8456679,Kepler-1990 c,Kepler-1990 c
8804283,Kepler-1991 b,Kepler-1991 b
8804283,Kepler-1991 c,Kepler-1991 c
8827575,Kepler-1992 b,Kepler-1992 b
8890924,Kepler-1993 b,Kepler-1993 b
9602613,Kepler-1994 b,Kepler-1994 b
9634821,Kepler-1995 b,Kepler-1995 b
9758089,Kepler-1996 b,Kepler-1996 b
9758089,Kepler-1996 c,Kepler-1996 c
9785921,Kepler-1997 b,Kepler-1997 b
10387742,Kepler-1998 b,Kepler-1998 b
10843431,Kepler-1999 b,Kepler-1999 b
10666592,Kepler-2 b,HAT-P-7 b
6850504,Kepler-20 b,Kepler-20 b
6850504,Kepler-20 c,Kepler-20 c
6850504,Kepler-20 d,Kepler-20 d
6850504,Kepler-20 e,Kepler-20 e
6850504,Kepler-20 f,Kepler-20 f
6850504,Kepler-20 g,Kepler-20 g
5941160,Kepler-200 b,Kepler-200 b
5941160,Kepler-200 c,Kepler-200 c
11752906,Kepler-2000 b,Kepler-2000 b
11752906,Kepler-2000 c,Kepler-2000 c
12061969,Kepler-2001 b,Kepler-2001 b
12061969,Kepler-2001 c,Kepler-2001 c
9653622,Kepler-2002 b,KOI-2513.01
3428127,Kepler-2003 b,KOI-4978 b
5966154,Kepler-201 b,Kepler-201 b
5966154,Kepler-201 c,Kepler-201 c
6020753,Kepler-202 b,Kepler-202 b
6020753,Kepler-202 c,Kepler-202 c
6062088,Kepler-203 b,Kepler-203 b
6062088,Kepler-203 c,Kepler-203 c
6062088,Kepler-203 d,Kepler-203 d
6347299,Kepler-204 b,Kepler-204 b
6347299,Kepler-204 c,Kepler-204 c
6425957,Kepler-205 b,Kepler-205 b
6425957,Kepler-205 c,Kepler-205 c
6442340,Kepler-206 b,Kepler-206 b
6442340,Kepler-206 c,Kepler-206 c
6442340,Kepler-206 d,Kepler-206 d
6685609,Kepler-207 b,Kepler-207 b
6685609,Kepler-207 c,Kepler-207 c
6685609,Kepler-207 d,Kepler-207 d
7040629,Kepler-208 b,Kepler-208 b
7040629,Kepler-208 c,Kepler-208 c
7040629,Kepler-208 d,Kepler-208 d
7040629,Kepler-208 e,Kepler-208 e
7115785,Kepler-209 b,Kepler-209 b
7115785,Kepler-209 c,Kepler-209 c
3632418,Kepler-21 b,Kepler-21 b
7447200,Kepler-210 b,Kepler-210 b
7447200,Kepler-210 c,Kepler-210 c
7509886,Kepler-211 b,Kepler-211 b
7509886,Kepler-211 c,Kepler-211 c
7515212,Kepler-212 b,Kepler-212 b
7515212,Kepler-212 c,Kepler-212 c
8557374,Kepler-213 b,Kepler-213 b
8557374,Kepler-213 c,Kepler-213 c
8738735,Kepler-214 b,Kepler-214 b
8738735,Kepler-214 c,Kepler-214 c
8962094,Kepler-215 b,Kepler-215 b
8962094,Kepler-215 c,Kepler-215 c
8962094,Kepler-215 d,Kepler-215 d
8962094,Kepler-215 e,Kepler-215 e
9530945,Kepler-216 b,Kepler-216 b
9530945,Kepler-216 c,Kepler-216 c
9590976,Kepler-217 b,Kepler-217 b
9590976,Kepler-217 c,Kepler-217 c
9590976,Kepler-217 d,Kepler-217 d
9597345,Kepler-218 b,Kepler-218 b
9597345,Kepler-218 c,Kepler-218 c
9597345,Kepler-218 d,Kepler-218 d
9884104,Kepler-219 b,Kepler-219 b
9884104,Kepler-219 c,Kepler-219 c
9884104,Kepler-219 d,Kepler-219 d
10593626,Kepler-22 b,Kepler-22 b
9950612,Kepler-220 b,Kepler-220 b
9950612,Kepler-220 c,Kepler-220 c
9950612,Kepler-220 d,Kepler-220 d
9950612,Kepler-220 e,Kepler-220 e
9963524,Kepler-221 b,Kepler-221 b
9963524,Kepler-221 c,Kepler-221 c
9963524,Kepler-221 d,Kepler-221 d
9963524,Kepler-221 e,Kepler-221 e
10002866,Kepler-222 b,Kepler-222 b
10002866,Kepler-222 c,Kepler-222 c
10002866,Kepler-222 d,Kepler-222 d
10227020,Kepler-223 b,Kepler-223 b
10227020,Kepler-223 c,Kepler-223 c
10227020,Kepler-223 d,Kepler-223 d
10227020,Kepler-223 e,Kepler-223 e
10271806,Kepler-224 b,Kepler-224 b
10271806,Kepler-224 c,Kepler-224 c
10271806,Kepler-224 d,Kepler-224 d
10271806,Kepler-224 e,Kepler-224 e
10340423,Kepler-225 b,Kepler-225 b
10340423,Kepler-225 c,Kepler-225 c
10601284,Kepler-226 b,Kepler-226 b
10601284,Kepler-226 c,Kepler-226 c
10601284,Kepler-226 d,Kepler-226 d
10797460,Kepler-227 b,Kepler-227 b
10797460,Kepler-227 c,Kepler-227 c
10872983,Kepler-228 b,Kepler-228 b
10872983,Kepler-228 c,Kepler-228 c
10872983,Kepler-228 d,Kepler-228 d
10910878,Kepler-229 b,Kepler-229 b
10910878,Kepler-229 c,Kepler-229 c
10910878,Kepler-229 d,Kepler-229 d
11512246,Kepler-23 b,Kepler-23 b
11512246,Kepler-23 c,Kepler-23 c
11512246,Kepler-23 d,Kepler-23 d
11018648,Kepler-230 b,Kepler-230 b
11018648,Kepler-230 c,Kepler-230 c
12066335,Kepler-231 b,Kepler-231 b
12066335,Kepler-231 c,Kepler-231 c
12366084,Kepler-232 b,Kepler-232 b
12366084,Kepler-232 c,Kepler-232 c
12470844,Kepler-233 b,Kepler-233 b
12470844,Kepler-233 c,Kepler-233 c
3342970,Kepler-234 b,Kepler-234 b
3342970,Kepler-234 c,Kepler-234 c
4139816,Kepler-235 b,Kepler-235 b
4139816,Kepler-235 c,Kepler-235 c
4139816,Kepler-235 d,Kepler-235 d
4139816,Kepler-235 e,Kepler-235 e
4725681,Kepler-236 b,Kepler-236 b
4725681,Kepler-236 c,Kepler-236 c
5252423,Kepler-237 b,Kepler-237 b
5252423,Kepler-237 c,Kepler-237 c
5436502,Kepler-238 b,Kepler-238 b
5436502,Kepler-238 c,Kepler-238 c
5436502,Kepler-238 d,Kepler-238 d
5436502,Kepler-238 e,Kepler-238 e
5436502,Kepler-238 f,Kepler-238 f
5456651,Kepler-239 b,Kepler-239 b
5456651,Kepler-239 c,Kepler-239 c
3231341,Kepler-24 b,Kepler-24 b
3231341,Kepler-24 c,Kepler-24 c
3231341,Kepler-24 d,Kepler-24 d
3231341,Kepler-24 e,Kepler-24 e
5531576,Kepler-240 b,Kepler-240 b
5531576,Kepler-240 c,Kepler-240 c
5794379,Kepler-241 b,Kepler-241 b
5794379,Kepler-241 c,Kepler-241 c
6428700,Kepler-242 b,Kepler-242 b
6428700,Kepler-242 c,Kepler-242 c
6587280,Kepler-243 b,Kepler-243 b
6587280,Kepler-243 c,Kepler-243 c
6849310,Kepler-244 b,Kepler-244 b
6849310,Kepler-244 c,Kepler-244 c
6849310,Kepler-244 d,Kepler-244 d
6948054,Kepler-245 b,Kepler-245 b
6948054,Kepler-245 c,Kepler-245 c
6948054,Kepler-245 d,Kepler-245 d
6948054,Kepler-245 e,Kepler-245 e
7134976,Kepler-246 b,Kepler-246 b
7134976,Kepler-246 c,Kepler-246 c
7434875,Kepler-247 b,Kepler-247 b
7434875,Kepler-247 c,Kepler-247 c
7434875,Kepler-247 d,Kepler-247 d
7825899,Kepler-248 b,Kepler-248 b
7825899,Kepler-248 c,Kepler-248 c
7907423,Kepler-249 b,Kepler-249 b
7907423,Kepler-249 c,Kepler-249 c
7907423,Kepler-249 d,Kepler-249 d
4349452,Kepler-25 b,Kepler-25 b
4349452,Kepler-25 c,Kepler-25 c
4349452,Kepler-25 d,Kepler-25 d
8226994,Kepler-250 b,Kepler-250 b
8226994,Kepler-250 c,Kepler-250 c
8226994,Kepler-250 d,Kepler-250 d
8247638,Kepler-251 b,Kepler-251 b
8247638,Kepler-251 c,Kepler-251 c
8247638,Kepler-251 d,Kepler-251 d
8247638,Kepler-251 e,Kepler-251 e
8505670,Kepler-252 b,Kepler-252 b
8505670,Kepler-252 c,Kepler-252 c
8689373,Kepler-253 b,Kepler-253 b
8689373,Kepler-253 c,Kepler-253 c
8689373,Kepler-253 d,Kepler-253 d
9334289,Kepler-254 b,Kepler-254 b
9334289,Kepler-254 c,Kepler-254 c
9334289,Kepler-254 d,Kepler-254 d
9415172,Kepler-255 b,Kepler-255 b
9415172,Kepler-255 c,Kepler-255 c
9415172,Kepler-255 d,Kepler-255 d
9466668,Kepler-256 b,Kepler-256 b
9466668,Kepler-256 c,Kepler-256 c
9466668,Kepler-256 d,Kepler-256 d
9466668,Kepler-256 e,Kepler-256 e
9480189,Kepler-257 b,Kepler-257 b
9480189,Kepler-257 c,Kepler-257 c
9480189,Kepler-257 d,Kepler-257 d
9775938,Kepler-258 b,Kepler-258 b
9775938,Kepler-258 c,Kepler-258 c
9823457,Kepler-259 b,Kepler-259 b
9823457,Kepler-259 c,Kepler-259 c
9757613,Kepler-26 b,Kepler-26 b
9757613,Kepler-26 c,Kepler-26 c
9757613,Kepler-26 d,Kepler-26 d
9757613,Kepler-26 e,Kepler-26 e
2854698,Kepler-260 b,Kepler-260 b
2854698,Kepler-260 c,Kepler-260 c
2302548,Kepler-261 b,Kepler-261 b
2302548,Kepler-261 c,Kepler-261 c
1718189,Kepler-262 b,Kepler-262 b
1718189,Kepler-262 c,Kepler-262 c
2165002,Kepler-263 b,Kepler-263 b
2165002,Kepler-263 c,Kepler-263 c
1871056,Kepler-264 b,Kepler-264 b
1871056,Kepler-264 c,Kepler-264 c
5956342,Kepler-265 b,Kepler-265 b
5956342,Kepler-265 c,Kepler-265 c
5956342,Kepler-265 d,Kepler-265 d
5956342,Kepler-265 e,Kepler-265 e
8240904,Kepler-266 b,Kepler-266 b
8240904,Kepler-266 c,Kepler-266 c
10166274,Kepler-267 b,Kepler-267 b
10166274,Kepler-267 c,Kepler-267 c
10166274,Kepler-267 d,Kepler-267 d
2854914,Kepler-268 b,Kepler-268 b
2854914,Kepler-268 c,Kepler-268 c
6359320,Kepler-269 b,Kepler-269 b
6359320,Kepler-269 c,Kepler-269 c
5792202,Kepler-27 b,Kepler-27 b
5792202,Kepler-27 c,Kepler-27 c
5792202,Kepler-27 d,Kepler-27 d
8410727,Kepler-270 b,Kepler-270 b
8410727,Kepler-270 c,Kepler-270 c
8280511,Kepler-271 b,Kepler-271 b
8280511,Kepler-271 c,Kepler-271 c
8280511,Kepler-271 d,Kepler-271 d
10426656,Kepler-272 b,Kepler-272 b
10426656,Kepler-272 c,Kepler-272 c
10426656,Kepler-272 d,Kepler-272 d
10468940,Kepler-273 b,Kepler-273 b
10468940,Kepler-273 c,Kepler-273 c
3348082,Kepler-274 b,Kepler-274 b
3348082,Kepler-274 c,Kepler-274 c
3447722,Kepler-275 b,Kepler-275 b
3447722,Kepler-275 c,Kepler-275 c
3447722,Kepler-275 d,Kepler-275 d
3962243,Kepler-276 b,Kepler-276 b
3962243,Kepler-276 c,Kepler-276 c
3962243,Kepler-276 d,Kepler-276 d
3939150,Kepler-277 b,Kepler-277 b
3939150,Kepler-277 c,Kepler-277 c
3640905,Kepler-278 b,Kepler-278 b
3640905,Kepler-278 c,Kepler-278 c
6677841,Kepler-279 b,Kepler-279 b
6677841,Kepler-279 c,Kepler-279 c
6677841,Kepler-279 d,Kepler-279 d
6677841,Kepler-279 e,Kepler-279 e
6949607,Kepler-28 b,Kepler-28 b
6949607,Kepler-28 c,Kepler-28 c
6690082,Kepler-280 b,Kepler-280 b
6690082,Kepler-280 c,Kepler-280 c
8630788,Kepler-281 b,Kepler-281 b
8630788,Kepler-281 c,Kepler-281 c
8630788,Kepler-281 d,Kepler-281 d
8609450,Kepler-282 b,Kepler-282 b
8609450,Kepler-282 c,Kepler-282 c
8609450,Kepler-282 d,Kepler-282 d
8609450,Kepler-282 e,Kepler-282 e
10604335,Kepler-283 b,Kepler-283 b
10604335,Kepler-283 c,Kepler-283 c
10538176,Kepler-284 b,Kepler-284 b
10538176,Kepler-284 c,Kepler-284 c
10730034,Kepler-285 b,Kepler-285 b
10730034,Kepler-285 c,Kepler-285 c
10858691,Kepler-286 b,Kepler-286 b
10858691,Kepler-286 c,Kepler-286 c
10858691,Kepler-286 d,Kepler-286 d
10858691,Kepler-286 e,Kepler-286 e
10973814,Kepler-287 b,Kepler-287 b
10973814,Kepler-287 c,Kepler-287 c
4455231,Kepler-288 b,Kepler-288 b
4455231,Kepler-288 c,Kepler-288 c
4455231,Kepler-288 d,Kepler-288 d
7303287,Kepler-289 b,Kepler-289 b
7303287,Kepler-289 c,Kepler-289 c
7303287,Kepler-289 d,Kepler-289 d
7303287,Kepler-289 e,Kepler-289 e
10358759,Kepler-29 b,Kepler-29 b
10358759,Kepler-29 c,Kepler-29 c
7102227,Kepler-290 b,Kepler-290 b
7102227,Kepler-290 c,Kepler-290 c
7102227,Kepler-290 d,Kepler-290 d
6936909,Kepler-291 b,Kepler-291 b
6936909,Kepler-291 c,Kepler-291 c
6962977,Kepler-292 b,Kepler-292 b
6962977,Kepler-292 c,Kepler-292 c
6962977,Kepler-292 d,Kepler-292 d
6962977,Kepler-292 e,Kepler-292 e
6962977,Kepler-292 f,Kepler-292 f
6932987,Kepler-293 b,Kepler-293 b
6932987,Kepler-293 c,Kepler-293 c
9455556,Kepler-294 b,Kepler-294 b
9455556,Kepler-294 c,Kepler-294 c
9006449,Kepler-295 b,Kepler-295 b
9006449,Kepler-295 c,Kepler-295 c
9006449,Kepler-295 d,Kepler-295 d
11497958,Kepler-296 b,Kepler-296 b
11497958,Kepler-296 c,Kepler-296 c
11497958,Kepler-296 d,Kepler-296 d
11497958,Kepler-296 e,Kepler-296 e
11497958,Kepler-296 f,Kepler-296 f
11122894,Kepler-297 b,Kepler-297 b
11122894,Kepler-297 c,Kepler-297 c
11122894,Kepler-297 d,Kepler-297 d
11176127,Kepler-298 b,Kepler-298 b
11176127,Kepler-298 c,Kepler-298 c
11176127,Kepler-298 d,Kepler-298 d
11014932,Kepler-299 b,Kepler-299 b
11014932,Kepler-299 c,Kepler-299 c
11014932,Kepler-299 d,Kepler-299 d
11014932,Kepler-299 e,Kepler-299 e
10748390,Kepler-3 b,HAT-P-11 b
10748390,Kepler-3 c,HAT-P-11 c
3832474,Kepler-30 b,Kepler-30 b
3832474,Kepler-30 c,Kepler-30 c
3832474,Kepler-30 d,Kepler-30 d
11037335,Kepler-300 b,Kepler-300 b
11037335,Kepler-300 c,Kepler-300 c
11389771,Kepler-301 b,Kepler-301 b
11389771,Kepler-301 c,Kepler-301 c
11389771,Kepler-301 d,Kepler-301 d
7898352,Kepler-302 b,Kepler-302 b
7898352,Kepler-302 c,Kepler-302 c
7871954,Kepler-303 b,Kepler-303 b
7871954,Kepler-303 c,Kepler-303 c
5371776,Kepler-304 b,Kepler-304 b
5371776,Kepler-304 c,Kepler-304 c
5371776,Kepler-304 d,Kepler-304 d
5371776,Kepler-304 e,Kepler-304 e
5219234,Kepler-305 b,Kepler-305 b
5219234,Kepler-305 c,Kepler-305 c
5219234,Kepler-305 d,Kepler-305 d
5219234,Kepler-305 e,Kepler-305 e
5438099,Kepler-306 b,Kepler-306 b
5438099,Kepler-306 c,Kepler-306 c
5438099,Kepler-306 d,Kepler-306 d
5438099,Kepler-306 e,Kepler-306 e
5299459,Kepler-307 b,Kepler-307 b
5299459,Kepler-307 c,Kepler-307 c
5289854,Kepler-308 b,Kepler-308 b
5289854,Kepler-308 c,Kepler-308 c
10027323,Kepler-309 b,Kepler-309 b
10027323,Kepler-309 c,Kepler-309 c
9347899,Kepler-31 b,Kepler-31 b
9347899,Kepler-31 c,Kepler-31 c
9347899,Kepler-31 d,Kepler-31 d
10004738,Kepler-310 b,Kepler-310 b
10004738,Kepler-310 c,Kepler-310 c
10004738,Kepler-310 d,Kepler-310 d
10055126,Kepler-311 b,Kepler-311 b
10055126,Kepler-311 c,Kepler-311 c
10055126,Kepler-311 d,Kepler-311 d
6975129,Kepler-312 b,Kepler-312 b
6975129,Kepler-312 c,Kepler-312 c
11153121,Kepler-313 b,Kepler-313 b
11153121,Kepler-313 c,Kepler-313 c
6616218,Kepler-314 b,Kepler-314 b
6616218,Kepler-314 c,Kepler-314 c
7703955,Kepler-315 b,Kepler-315 b
7703955,Kepler-315 c,Kepler-315 c
8230616,Kepler-316 b,Kepler-316 b
8230616,Kepler-316 c,Kepler-316 c
3967760,Kepler-317 b,Kepler-317 b
3967760,Kepler-317 c,Kepler-317 c
9909735,Kepler-318 b,Kepler-318 b
9909735,Kepler-318 c,Kepler-318 c
4644952,Kepler-319 b,Kepler-319 b
4644952,Kepler-319 c,Kepler-319 c
4644952,Kepler-319 d,Kepler-319 d
9787239,Kepler-32 b,Kepler-32 b
9787239,Kepler-32 c,Kepler-32 c
9787239,Kepler-32 d,Kepler-32 d
9787239,Kepler-32 e,Kepler-32 e
9787239,Kepler-32 f,Kepler-32 f
9529744,Kepler-320 b,Kepler-320 b
9529744,Kepler-320 c,Kepler-320 c
8240797,Kepler-321 b,Kepler-321 b
8240797,Kepler-321 c,Kepler-321 c
8277797,Kepler-322 b,Kepler-322 b
8277797,Kepler-322 c,Kepler-322 c
2989404,Kepler-323 b,Kepler-323 b
2989404,Kepler-323 c,Kepler-323 c
11601584,Kepler-324 b,Kepler-324 b
11601584,Kepler-324 c,Kepler-324 c
11601584,Kepler-324 d,KOI-1831 d
11601584,Kepler-324 e,Kepler-324 e
11709244,Kepler-325 b,Kepler-325 b
11709244,Kepler-325 c,Kepler-325 c
11709244,Kepler-325 d,Kepler-325 d
9471268,Kepler-326 b,Kepler-326 b
9471268,Kepler-326 c,Kepler-326 c
9471268,Kepler-326 d,Kepler-326 d
8167996,Kepler-327 b,Kepler-327 b
8167996,Kepler-327 c,Kepler-327 c
8167996,Kepler-327 d,Kepler-327 d
4939346,Kepler-328 b,Kepler-328 b
4939346,Kepler-328 c,Kepler-328 c
8978528,Kepler-329 b,Kepler-329 b
8978528,Kepler-329 c,Kepler-329 c
9458613,Kepler-33 b,Kepler-33 b
9458613,Kepler-33 c,Kepler-33 c
9458613,Kepler-33 d,Kepler-33 d
9458613,Kepler-33 e,Kepler-33 e
9458613,Kepler-33 f,Kepler-33 f
8680979,Kepler-330 b,Kepler-330 b
8680979,Kepler-330 c,Kepler-330 c
4263293,Kepler-331 b,Kepler-331 b
4263293,Kepler-331 c,Kepler-331 c
4263293,Kepler-331 d,Kepler-331 d
10328393,Kepler-332 b,Kepler-332 b
10328393,Kepler-332 c,Kepler-332 c
10328393,Kepler-332 d,Kepler-332 d
5706966,Kepler-333 b,Kepler-333 b
5706966,Kepler-333 c,Kepler-333 c
10130039,Kepler-334 b,Kepler-334 b
10130039,Kepler-334 c,Kepler-334 c
10130039,Kepler-334 d,Kepler-334 d
9101496,Kepler-335 b,Kepler-335 b
9101496,Kepler-335 c,Kepler-335 c
6037581,Kepler-336 b,Kepler-336 b
6037581,Kepler-336 c,Kepler-336 c
6037581,Kepler-336 d,Kepler-336 d
10136549,Kepler-337 b,Kepler-337 b
10136549,Kepler-337 c,Kepler-337 c
5511081,Kepler-338 b,Kepler-338 b
5511081,Kepler-338 c,Kepler-338 c
5511081,Kepler-338 d,Kepler-338 d
5511081,Kepler-338 e,Kepler-338 e
10978763,Kepler-339 b,Kepler-339 b
10978763,Kepler-339 c,Kepler-339 c
10978763,Kepler-339 d,Kepler-339 d
8572936,Kepler-34 b,Kepler-34 b
5202905,Kepler-340 b,Kepler-340 b
5202905,Kepler-340 c,Kepler-340 c
