kepid,kepler_name,pl_name
11019987,Kepler-1421 b,Kepler-1421 b
10924562,Kepler-1422 b,Kepler-1422 b
5865654,Kepler-1423 b,Kepler-1423 b
5096590,Kepler-1424 b,Kepler-1424 b
7455981,Kepler-1425 b,Kepler-1425 b
11508644,Kepler-1426 b,Kepler-1426 b
8895758,Kepler-1427 b,Kepler-1427 b
11572193,Kepler-1428 b,Kepler-1428 b
11285870,Kepler-1429 b,Kepler-1429 b
11521793,Kepler-143 b,Kepler-143 b
11521793,Kepler-143 c,Kepler-143 c
7676423,Kepler-1430 b,Kepler-1430 b
11714231,Kepler-1431 b,Kepler-1431 b
11720424,Kepler-1432 b,Kepler-1432 b
11499192,Kepler-1433 b,Kepler-1433 b
12416661,Kepler-1434 b,Kepler-1434 b
8751796,Kepler-1435 b,Kepler-1435 b
9907129,Kepler-1436 b,Kepler-1436 b
11455181,Kepler-1437 b,Kepler-1437 b
5440317,Kepler-1438 b,Kepler-1438 b
5688790,Kepler-1439 b,Kepler-1439 b
7175184,Kepler-144 b,Kepler-144 b
7175184,Kepler-144 c,Kepler-144 c
10908248,Kepler-1440 b,Kepler-1440 b
7534267,Kepler-1441 b,Kepler-1441 b
11189311,Kepler-1442 b,Kepler-1442 b
10057494,Kepler-1443 b,Kepler-1443 b
6587796,Kepler-1444 b,Kepler-1444 b
8073705,Kepler-1445 b,Kepler-1445 b
9885417,Kepler-1446 b,Kepler-1446 b
12156174,Kepler-1447 b,Kepler-1447 b
12055539,Kepler-1448 b,Kepler-1448 b
12056139,Kepler-1449 b,Kepler-1449 b
8494142,Kepler-145 b,Kepler-145 b
8494142,Kepler-145 c,Kepler-145 c
8826007,Kepler-1450 b,Kepler-1450 b
5280587,Kepler-1451 b,Kepler-1451 b
3120904,Kepler-1452 b,Kepler-1452 b
10653179,Kepler-1453 b,Kepler-1453 b
11177676,Kepler-1454 b,Kepler-1454 b
12066569,Kepler-1455 b,Kepler-1455 b
8016691,Kepler-1456 b,Kepler-1456 b
6584273,Kepler-1457 b,Kepler-1457 b
5768816,Kepler-1458 b,Kepler-1458 b
9447166,Kepler-1459 b,Kepler-1459 b
3656121,Kepler-146 b,Kepler-146 b
3656121,Kepler-146 c,Kepler-146 c
8151055,Kepler-1460 b,Kepler-1460 b
7510820,Kepler-1461 b,Kepler-1461 b
6880517,Kepler-1462 b,Kepler-1462 b
6615511,Kepler-1463 b,Kepler-1463 b
3632089,Kepler-1464 b,Kepler-1464 b
3632089,Kepler-1464 c,Kepler-1464 c
12735830,Kepler-1465 b,Kepler-1465 b
8554701,Kepler-1466 b,Kepler-1466 b
9031209,Kepler-1467 b,Kepler-1467 b
5965819,Kepler-1468 b,Kepler-1468 b
5965819,Kepler-1468 c,Kepler-1468 c
5965819,Kepler-1468 d,Kepler-1468 d
4271474,Kepler-1469 b,Kepler-1469 b
3942670,Kepler-147 b,Kepler-147 b
3942670,Kepler-147 c,Kepler-147 c
4736644,Kepler-1470 b,Kepler-1470 b
11810124,Kepler-1471 b,Kepler-1471 b
11810124,Kepler-1471 c,Kepler-1471 c
11303322,Kepler-1472 b,Kepler-1472 b
11241912,Kepler-1473 b,Kepler-1473 b
9349757,Kepler-1474 b,Kepler-1474 b
8636333,Kepler-1475 b,Kepler-1475 b
8081239,Kepler-1476 b,Kepler-1476 b
7091432,Kepler-1477 b,Kepler-1477 b
6368230,Kepler-1478 b,Kepler-1478 b
11651712,Kepler-1479 b,Kepler-1479 b
9946525,Kepler-148 b,Kepler-148 b
9946525,Kepler-148 c,Kepler-148 c
9946525,Kepler-148 d,Kepler-148 d
11455428,Kepler-1480 b,Kepler-1480 b
11657614,Kepler-1481 b,Kepler-1481 b
11125797,Kepler-1482 b,Kepler-1482 b
6705026,Kepler-1483 b,Kepler-1483 b
2995392,Kepler-1484 b,Kepler-1484 b
8644365,Kepler-1485 b,Kepler-1485 b
9085563,Kepler-1486 b,Kepler-1486 b
3561464,Kepler-1487 b,Kepler-1487 b
3561464,Kepler-1487 c,Kepler-1487 c
11754430,Kepler-1488 b,Kepler-1488 b
11754430,Kepler-1488 c,Kepler-1488 c
8409295,Kepler-1489 b,Kepler-1489 b
8409295,Kepler-1489 c,Kepler-1489 c
3217264,Kepler-149 b,Kepler-149 b
3217264,Kepler-149 c,Kepler-149 c
3217264,Kepler-149 d,Kepler-149 d
7131760,Kepler-1490 b,Kepler-1490 b
9285265,Kepler-1491 b,Kepler-1491 b
9285265,Kepler-1491 c,Kepler-1491 c
5780930,Kepler-1492 b,Kepler-1492 b
3433668,Kepler-1493 b,Kepler-1493 b
7503885,Kepler-1494 b,Kepler-1494 b
3629330,Kepler-1495 b,Kepler-1495 b
9027909,Kepler-1496 b,Kepler-1496 b
9230021,Kepler-1497 b,Kepler-1497 b
8738775,Kepler-1498 b,Kepler-1498 b
6265665,Kepler-1499 b,Kepler-1499 b
11359879,Kepler-15 b,Kepler-15 b
5351250,Kepler-150 b,Kepler-150 b
5351250,Kepler-150 c,Kepler-150 c
5351250,Kepler-150 d,Kepler-150 d
5351250,Kepler-150 e,Kepler-150 e
5351250,Kepler-150 f,Kepler-150 f
4645174,Kepler-1500 b,Kepler-1500 b
6599975,Kepler-1501 b,Kepler-1501 b
4282191,Kepler-1502 b,Kepler-1502 b
7288306,Kepler-1503 b,Kepler-1503 b
11860395,Kepler-1504 b,Kepler-1504 b
6364582,Kepler-1505 b,Kepler-1505 b
6118370,Kepler-1506 b,Kepler-1506 b
9763612,Kepler-1507 b,Kepler-1507 b
5213404,Kepler-1508 b,Kepler-1508 b
9995771,Kepler-1509 b,Kepler-1509 b
5791986,Kepler-151 b,Kepler-151 b
5791986,Kepler-151 c,Kepler-151 c
10881457,Kepler-1510 b,Kepler-1510 b
7517261,Kepler-1511 b,Kepler-1511 b
8424002,Kepler-1512 b,Kepler-1512 b
4150804,Kepler-1513 b,Kepler-1513 b
4150804,Kepler-1513 c,Kepler-1513 c
2581316,Kepler-1514 b,Kepler-1514 b
2581316,Kepler-1514 c,Kepler-1514 c
10795103,Kepler-1515 b,Kepler-1515 b
8494410,Kepler-1516 b,Kepler-1516 b
7515679,Kepler-1517 b,Kepler-1517 b
8780959,Kepler-1518 b,Kepler-1518 b
8780959,Kepler-1518 c,Kepler-1518 c
11518142,Kepler-1519 b,Kepler-1519 b
6508221,Kepler-152 b,Kepler-152 b
6508221,Kepler-152 c,Kepler-152 c
12557548,Kepler-1520 b,Kepler-1520 b
2581554,Kepler-1521 b,Kepler-1521 b
12784167,Kepler-1522 b,Kepler-1522 b
9353742,Kepler-1523 b,Kepler-1523 b
4472818,Kepler-1524 b,Kepler-1524 b
11760860,Kepler-1525 b,Kepler-1525 b
3728432,Kepler-1526 b,Kepler-1526 b
9480535,Kepler-1527 b,Kepler-1527 b
9761615,Kepler-1528 b,Kepler-1528 b
5784777,Kepler-1529 b,Kepler-1529 b
10843590,Kepler-153 b,Kepler-153 b
10843590,Kepler-153 c,Kepler-153 c
10788461,Kepler-1530 b,Kepler-1530 b
10788461,Kepler-1530 c,Kepler-1530 c
10788461,Kepler-1530 d,Kepler-1530 d
4242692,Kepler-1531 b,Kepler-1531 b
5895158,Kepler-1532 b,Kepler-1532 b
8636434,Kepler-1533 b,Kepler-1533 b
8030339,Kepler-1534 b,Kepler-1534 b
3732035,Kepler-1535 b,Kepler-1535 b
9280239,Kepler-1536 b,Kepler-1536 b
8036287,Kepler-1537 b,Kepler-1537 b
8934103,Kepler-1538 b,Kepler-1538 b
8282846,Kepler-1539 b,Kepler-1539 b
11709124,Kepler-154 b,Kepler-154 b
11709124,Kepler-154 c,Kepler-154 c
11709124,Kepler-154 d,Kepler-154 d
11709124,Kepler-154 e,Kepler-154 e
11709124,Kepler-154 f,Kepler-154 f
5938970,Kepler-1540 b,Kepler-1540 b
10714072,Kepler-1541 b,Kepler-1541 b
7100673,Kepler-1542 b,Kepler-1542 b
7100673,Kepler-1542 c,Kepler-1542 c
7100673,Kepler-1542 d,Kepler-1542 d
7100673,Kepler-1542 e,Kepler-1542 e
10089911,Kepler-1543 b,Kepler-1543 b
11415243,Kepler-1544 b,Kepler-1544 b
10360722,Kepler-1545 b,Kepler-1545 b
6226908,Kepler-1546 b,Kepler-1546 b
6755944,Kepler-1547 b,Kepler-1547 b
9455677,Kepler-1548 b,Kepler-1548 b
3937814,Kepler-1549 b,Kepler-1549 b
12302530,Kepler-155 b,Kepler-155 b
12302530,Kepler-155 c,Kepler-155 c
3103227,Kepler-1550 b,Kepler-1550 b
4850961,Kepler-1551 b,Kepler-1551 b
3747817,Kepler-1552 b,Kepler-1552 b
3955817,Kepler-1553 b,Kepler-1553 b
6349881,Kepler-1554 b,Kepler-1554 b
9272070,Kepler-1555 b,Kepler-1555 b
5088400,Kepler-1556 b,Kepler-1556 b
9956082,Kepler-1557 b,Kepler-1557 b
10000941,Kepler-1558 b,Kepler-1558 b
6607644,Kepler-1559 b,Kepler-1559 b
2438264,Kepler-156 b,Kepler-156 b
2438264,Kepler-156 c,Kepler-156 c
7610663,Kepler-1560 b,Kepler-1560 b
7838675,Kepler-1561 b,Kepler-1561 b
9897364,Kepler-1562 b,Kepler-1562 b
12505503,Kepler-1563 b,Kepler-1563 b
9828127,Kepler-1564 b,Kepler-1564 b
5644412,Kepler-1565 b,Kepler-1565 b
5340878,Kepler-1566 b,Kepler-1566 b
5084171,Kepler-1567 b,Kepler-1567 b
10593535,Kepler-1568 b,Kepler-1568 b
1724719,Kepler-1569 b,Kepler-1569 b
3745690,Kepler-157 b,Kepler-157 b
3745690,Kepler-157 c,Kepler-157 c
3745690,Kepler-157 d,Kepler-157 d
9366617,Kepler-1570 b,Kepler-1570 b
9183378,Kepler-1571 b,Kepler-1571 b
9872831,Kepler-1572 b,Kepler-1572 b
11509504,Kepler-1573 b,Kepler-1573 b
11611275,Kepler-1574 b,Kepler-1574 b
9285568,Kepler-1575 b,Kepler-1575 b
5177859,Kepler-1576 b,Kepler-1576 b
10407482,Kepler-1577 b,Kepler-1577 b
10526887,Kepler-1578 b,Kepler-1578 b
7826620,Kepler-1579 b,Kepler-1579 b
4633570,Kepler-158 b,Kepler-158 b
4633570,Kepler-158 c,Kepler-158 c
4633570,Kepler-158 d,Kepler-158 d
6026924,Kepler-1580 b,Kepler-1580 b
4548011,Kepler-1581 b,Kepler-1581 b
5868793,Kepler-1582 b,Kepler-1582 b
10063208,Kepler-1583 b,Kepler-1583 b
7596240,Kepler-1584 b,Kepler-1584 b
8507475,Kepler-1585 b,Kepler-1585 b
8773015,Kepler-1586 b,Kepler-1586 b
11612280,Kepler-1587 b,Kepler-1587 b
10722485,Kepler-1588 b,Kepler-1588 b
5371777,Kepler-1589 b,Kepler-1589 b
5640085,Kepler-159 b,Kepler-159 b
5640085,Kepler-159 c,Kepler-159 c
10730070,Kepler-1590 b,Kepler-1590 b
8573193,Kepler-1591 b,Kepler-1591 b
3244792,Kepler-1592 b,Kepler-1592 b
8459663,Kepler-1593 b,Kepler-1593 b
10669994,Kepler-1594 b,Kepler-1594 b
7427764,Kepler-1595 b,Kepler-1595 b
11444514,Kepler-1596 b,Kepler-1596 b
6937529,Kepler-1597 b,Kepler-1597 b
9883606,Kepler-1598 b,Kepler-1598 b
5860968,Kepler-1599 b,Kepler-1599 b
12644769,Kepler-16 b,Kepler-16 b
7269974,Kepler-160 b,Kepler-160 b
7269974,Kepler-160 c,Kepler-160 c
7269974,Kepler-160 d,Kepler-160 d
3645438,Kepler-1600 b,Kepler-1600 b
3645438,Kepler-1600 c,Kepler-1600 c
2831055,Kepler-1601 b,Kepler-1601 b
5281113,Kepler-1602 b,Kepler-1602 b
7046035,Kepler-1603 b,Kepler-1603 b
8416523,Kepler-1604 b,Kepler-1604 b
10329196,Kepler-1605 b,Kepler-1605 b
7429240,Kepler-1606 b,Kepler-1606 b
7133294,Kepler-1607 b,Kepler-1607 b
4381429,Kepler-1608 b,Kepler-1608 b
4556468,Kepler-1609 b,Kepler-1609 b
7440748,Kepler-161 b,Kepler-161 b
7440748,Kepler-161 c,Kepler-161 c
9100953,Kepler-1610 b,Kepler-1610 b
9100953,Kepler-1610 c,Kepler-1610 c
11671579,Kepler-1611 b,Kepler-1611 b
9216775,Kepler-1612 b,Kepler-1612 b
7747457,Kepler-1613 b,Kepler-1613 b
11650401,Kepler-1614 b,Kepler-1614 b
6761777,Kepler-1615 b,Kepler-1615 b
9009036,Kepler-1616 b,Kepler-1616 b
9701962,Kepler-1617 b,Kepler-1617 b
9412623,Kepler-1618 b,Kepler-1618 b
8417078,Kepler-1619 b,Kepler-1619 b
7977197,Kepler-162 b,Kepler-162 b
7977197,Kepler-162 c,Kepler-162 c
10026502,Kepler-1620 b,Kepler-1620 b
8047428,Kepler-1621 b,Kepler-1621 b
10615440,Kepler-1622 b,Kepler-1622 b
4473613,Kepler-1623 b,Kepler-1623 b
1873513,Kepler-1624 b,Kepler-1624 b
4760478,Kepler-1625 b,Kepler-1625 b
5551240,Kepler-1626 b,Kepler-1626 b
6184894,Kepler-1627 b,Kepler-1627 b
7731281,Kepler-1628 b,Kepler-1628 b
7935997,Kepler-1629 b,Kepler-1629 b
10019643,Kepler-163 b,Kepler-163 b
10019643,Kepler-163 c,Kepler-163 c
7978202,Kepler-1630 b,Kepler-1630 b
8037038,Kepler-1631 b,Kepler-1631 b
8105398,Kepler-1632 b,Kepler-1632 b
8745553,Kepler-1633 b,Kepler-1633 b
8891684,Kepler-1634 b,Kepler-1634 b
9141355,Kepler-1635 b,Kepler-1635 b
9715631,Kepler-1636 b,Kepler-1636 b
10777591,Kepler-1637 b,Kepler-1637 b
11037818,Kepler-1638 b,Kepler-1638 b
11176166,Kepler-1639 b,Kepler-1639 b
10460984,Kepler-164 b,Kepler-164 b
10460984,Kepler-164 c,Kepler-164 c
10460984,Kepler-164 d,Kepler-164 d
10460984,Kepler-164 e,Kepler-164 e
5629353,Kepler-1640 b,Kepler-1640 b
6221385,Kepler-1641 b,Kepler-1641 b
6221385,Kepler-1641 c,Kepler-1641 c
7908367,Kepler-1642 b,Kepler-1642 b
7908367,Kepler-1642 c,Kepler-1642 c
8653134,Kepler-1643 b,Kepler-1643 b
10717220,Kepler-1644 b,Kepler-1644 b
10989274,Kepler-1645 b,Kepler-1645 b
7350067,Kepler-1646 b,Kepler-1646 b
5473556,Kepler-1647 b,Kepler-1647 b
7917485,Kepler-1648 b,KIC 7917485 b
6444896,Kepler-1649 b,Kepler-1649 b
6444896,Kepler-1649 c,Kepler-1649 c
10577994,Kepler-165 b,Kepler-165 b
10577994,Kepler-165 c,Kepler-165 c
7304449,Kepler-1650 b,Kepler-1650 b
10905746,Kepler-1651 b,Kepler-1651 b
11768142,Kepler-1652 b,Kepler-1652 b
5977470,Kepler-1653 b,Kepler-1653 b
8410697,Kepler-1654 b,Kepler-1654 b
4141376,Kepler-1655 b,Kepler-1655 b
4815520,Kepler-1656 b,Kepler-1656 b
4815520,Kepler-1656 c,Kepler-1656 c
9025971,Kepler-1657 b,KOI-3680 b
3861595,Kepler-1658 b,Kepler-1658 b
5474613,Kepler-1659 b,KOI-1599.02
5474613,Kepler-1659 c,KOI-1599.01
11192998,Kepler-166 b,Kepler-166 b
11192998,Kepler-166 c,Kepler-166 c
11192998,Kepler-166 d,Kepler-166 d
5095269,Kepler-1660 AB b,Kepler-1660 AB b
6504534,Kepler-1661 b,Kepler-1661 b
10005758,Kepler-1662 b,KOI-1783.01
10005758,Kepler-1662 c,KOI-1783.02
11187837,Kepler-1663 b,Kepler-1663 b
11394027,Kepler-1664 b,Kepler-1664 b
5786676,Kepler-1665 b,Kepler-1665 b
9605514,Kepler-1666 b,Kepler-1666 b
9605514,Kepler-1666 c,Kepler-1666 c
10713616,Kepler-1667 b,Kepler-1667 b
9480310,Kepler-1668 b,Kepler-1668 b
4770365,Kepler-1669 b,Kepler-1669 b
4770365,Kepler-1669 c,Kepler-1669 c
4770365,Kepler-1669 d,Kepler-1669 d
3239945,Kepler-167 b,Kepler-167 b
3239945,Kepler-167 c,Kepler-167 c
3239945,Kepler-167 d,Kepler-167 d
3239945,Kepler-167 e,Kepler-167 e
7522911,Kepler-1670 b,Kepler-1670 b
4365645,Kepler-1671 b,Kepler-1671 b
5124667,Kepler-1672 b,Kepler-1672 b
11126381,Kepler-1673 b,Kepler-1673 b
9030537,Kepler-1674 b,Kepler-1674 b
5770074,Kepler-1675 b,Kepler-1675 b
7810483,Kepler-1676 b,Kepler-1676 b
10094670,Kepler-1677 b,Kepler-1677 b
3239671,Kepler-1678 b,Kepler-1678 b
12017109,Kepler-1679 b,Kepler-1679 b
4757437,Kepler-168 b,Kepler-168 b
4757437,Kepler-168 c,Kepler-168 c
4857213,Kepler-1680 b,Kepler-1680 b
9661979,Kepler-1681 b,Kepler-1681 b
4473226,Kepler-1682 b,Kepler-1682 b
8321314,Kepler-1683 b,Kepler-1683 b
9654468,Kepler-1684 b,Kepler-1684 b
8110767,Kepler-1685 b,Kepler-1685 b
6605493,Kepler-1686 b,Kepler-1686 b
12156347,Kepler-1687 b,Kepler-1687 b
5953297,Kepler-1688 b,Kepler-1688 b
3545135,Kepler-1689 b,Kepler-1689 b
5689351,Kepler-169 b,Kepler-169 b
5689351,Kepler-169 c,Kepler-169 c
5689351,Kepler-169 d,Kepler-169 d
5689351,Kepler-169 e,Kepler-169 e
5689351,Kepler-169 f,Kepler-169 f
6432345,Kepler-1690 b,Kepler-1690 b
5775129,Kepler-1691 b,Kepler-1691 b
10064256,Kepler-1692 b,Kepler-1692 b
10793172,Kepler-1693 b,Kepler-1693 b
10793172,Kepler-1693 c,Kepler-1693 c
5106313,Kepler-1694 b,Kepler-1694 b
9714550,Kepler-1695 b,Kepler-1695 b
6619815,Kepler-1696 b,Kepler-1696 b
7742408,Kepler-1697 b,Kepler-1697 b
4164922,Kepler-1698 b,Kepler-1698 b
11244682,Kepler-1699 b,Kepler-1699 b
10619192,Kepler-17 b,Kepler-17 b
6266741,Kepler-170 b,Kepler-170 b
6266741,Kepler-170 c,Kepler-170 c
9009953,Kepler-1700 b,Kepler-1700 b
6428794,Kepler-1701 b,Kepler-1701 b
8480582,Kepler-1702 b,Kepler-1702 b
6368175,Kepler-1703 b,KOI-3503 b
6368175,Kepler-1703 c,KOI-3503 c
12356617,Kepler-1704 b,Kepler-1704 b
8397947,Kepler-1705 b,Kepler-1705 b
8397947,Kepler-1705 c,Kepler-1705 c
10068024,Kepler-1706 b,KIC 10068024 b
5479689,Kepler-1707 b,KIC 5479689 b
7906827,Kepler-1708 b,Kepler-1708 b
7941200,Kepler-1709 b,Kepler-1709 b
6381846,Kepler-171 b,Kepler-171 b
6381846,Kepler-171 c,Kepler-171 c
6381846,Kepler-171 d,Kepler-171 d
2444412,Kepler-1710 b,Kepler-1710 b
6803202,Kepler-1711 b,Kepler-1711 b
11852982,Kepler-1712 b,Kepler-1712 b
7670943,Kepler-1713 b,Kepler-1713 b
9592705,Kepler-1714 b,Kepler-1714 b
6291837,Kepler-1715 b,Kepler-1715 b
7700622,Kepler-1716 b,Kepler-1716 b
11566064,Kepler-1717 b,Kepler-1717 b
7364176,Kepler-1718 b,Kepler-1718 b
3831053,Kepler-1719 b,Kepler-1719 b
6422155,Kepler-172 b,Kepler-172 b
6422155,Kepler-172 c,Kepler-172 c
6422155,Kepler-172 d,Kepler-172 d
6422155,Kepler-172 e,Kepler-172 e
10155434,Kepler-1720 b,Kepler-1720 b
8934495,Kepler-1721 b,Kepler-1721 b
5978361,Kepler-1722 b,Kepler-1722 b
9957627,Kepler-1723 b,Kepler-1723 b
10676824,Kepler-1724 b,Kepler-1724 b
5020319,Kepler-1725 b,Kepler-1725 b
9266431,Kepler-1726 b,Kepler-1726 b
3641726,Kepler-1727 b,Kepler-1727 b
3940418,Kepler-1728 b,Kepler-1728 b
7135852,Kepler-1729 b,Kepler-1729 b
6451936,Kepler-173 b,Kepler-173 b
6451936,Kepler-173 c,Kepler-173 c
7938496,Kepler-1730 b,Kepler-1730 b
1026957,Kepler-1731 b,Kepler-1731 b
2164169,Kepler-1732 b,Kepler-1732 b
2574338,Kepler-1733 b,Kepler-1733 b
6131236,Kepler-1734 b,Kepler-1734 b
10118816,Kepler-1735 b,Kepler-1735 b
3109930,Kepler-1736 b,Kepler-1736 b
10354039,Kepler-1737 b,Kepler-1737 b
10351231,Kepler-1738 b,Kepler-1738 b
10482160,Kepler-1739 b,Kepler-1739 b
8017703,Kepler-174 b,Kepler-174 b
8017703,Kepler-174 c,Kepler-174 c
8017703,Kepler-174 d,Kepler-174 d
3859628,Kepler-1740 b,Kepler-1740 b
4061149,Kepler-1741 b,Kepler-1741 b
8742590,Kepler-1742 b,Kepler-1742 b
10794087,Kepler-1743 b,Kepler-1743 b
6946199,Kepler-1744 b,Kepler-1744 b
7287415,Kepler-1745 b,Kepler-1745 b
6766634,Kepler-1746 b,Kepler-1746 b
8935810,Kepler-1747 b,Kepler-1747 b
9269281,Kepler-1748 b,Kepler-1748 b
9150827,Kepler-1749 b,Kepler-1749 b
8022244,Kepler-175 b,Kepler-175 b
8022244,Kepler-175 c,Kepler-175 c
11030711,Kepler-1750 b,Kepler-1750 b
11599038,Kepler-1751 b,Kepler-1751 b
12406749,Kepler-1752 b,Kepler-1752 b
9823487,Kepler-1753 b,Kepler-1753 b
11821363,Kepler-1754 b,Kepler-1754 b
5031857,Kepler-1755 b,Kepler-1755 b
5542466,Kepler-1756 b,Kepler-1756 b
10028140,Kepler-1757 b,Kepler-1757 b
4860678,Kepler-1758 b,Kepler-1758 b
11046025,Kepler-1759 b,Kepler-1759 b
8037145,Kepler-176 b,Kepler-176 b
8037145,Kepler-176 c,Kepler-176 c
8037145,Kepler-176 d,Kepler-176 d
8037145,Kepler-176 e,Kepler-176 e
11177543,Kepler-1760 b,Kepler-1760 b
11337141,Kepler-1761 b,Kepler-1761 b
4650733,Kepler-1762 b,Kepler-1762 b
5195172,Kepler-1763 b,Kepler-1763 b
6049190,Kepler-1764 b,Kepler-1764 b
7386827,Kepler-1765 b,Kepler-1765 b
9836959,Kepler-1766 b,Kepler-1766 b
10015937,Kepler-1767 b,Kepler-1767 b
8651389,Kepler-1768 b,Kepler-1768 b
7761918,Kepler-1769 b,Kepler-1769 b
8806123,Kepler-177 b,Kepler-177 b
8806123,Kepler-177 c,Kepler-177 c
7779077,Kepler-1770 b,Kepler-1770 b
11297236,Kepler-1771 b,Kepler-1771 b
4149450,Kepler-1772 b,Kepler-1772 b
3098810,Kepler-1773 b,Kepler-1773 b
5695524,Kepler-1774 b,Kepler-1774 b
3629967,Kepler-1775 b,Kepler-1775 b
10074466,Kepler-1776 b,Kepler-1776 b
2438513,Kepler-1777 b,Kepler-1777 b
7948784,Kepler-1778 b,Kepler-1778 b
9244756,Kepler-1779 b,Kepler-1779 b
9941859,Kepler-178 b,Kepler-178 b
9941859,Kepler-178 c,Kepler-178 c
9941859,Kepler-178 d,Kepler-178 d
7289577,Kepler-1780 b,Kepler-1780 b
6862721,Kepler-1781 b,Kepler-1781 b
8142942,Kepler-1782 b,Kepler-1782 b
6061773,Kepler-1783 b,Kepler-1783 b
8578780,Kepler-1784 b,Kepler-1784 b
10480915,Kepler-1785 b,Kepler-1785 b
3448130,Kepler-1786 b,Kepler-1786 b
10134152,Kepler-1787 b,Kepler-1787 b
9279354,Kepler-1788 b,Kepler-1788 b
6342333,Kepler-1789 b,Kepler-1789 b
10554999,Kepler-179 b,Kepler-179 b
10554999,Kepler-179 c,Kepler-179 c
9472000,Kepler-1790 b,Kepler-1790 b
7097965,Kepler-1791 b,Kepler-1791 b
3967326,Kepler-1792 b,Kepler-1792 b
5705819,Kepler-1793 b,Kepler-1793 b
9307509,Kepler-1794 b,Kepler-1794 b
4140813,Kepler-1795 b,Kepler-1795 b
8591693,Kepler-1796 b,Kepler-1796 b
9405595,Kepler-1797 b,Kepler-1797 b
2161536,Kepler-1798 b,Kepler-1798 b
12505076,Kepler-1799 b,Kepler-1799 b
8644288,Kepler-18 b,Kepler-18 b
8644288,Kepler-18 c,Kepler-18 c
8644288,Kepler-18 d,Kepler-18 d
11669239,Kepler-180 b,Kepler-180 b
11669239,Kepler-180 c,Kepler-180 c
5211199,Kepler-1800 b,Kepler-1800 b
4173026,Kepler-1801 b,Kepler-1801 b
4173026,Kepler-1801 c,Kepler-1801 c
8261920,Kepler-1802 b,Kepler-1802 b
8261920,Kepler-1802 c,Kepler-1802 c
8591173,Kepler-1804 b,Kepler-1804 b
5601258,Kepler-1805 b,Kepler-1805 b
11705004,Kepler-1806 b,Kepler-1806 b
8494542,Kepler-1807 b,Kepler-1807 b
4248120,Kepler-1808 b,Kepler-1808 b
5357545,Kepler-1809 b,Kepler-1809 b
11823054,Kepler-181 b,Kepler-181 b
11823054,Kepler-181 c,Kepler-181 c
2854181,Kepler-1810 b,Kepler-1810 b
5005121,Kepler-1811 b,Kepler-1811 b
5125347,Kepler-1812 b,Kepler-1812 b
11030475,Kepler-1813 b,Kepler-1813 b
5942808,Kepler-1814 b,Kepler-1814 b
5942808,Kepler-1814 c,Kepler-1814 c
8126558,Kepler-1815 b,Kepler-1815 b
12121570,Kepler-1816 b,Kepler-1816 b
8410415,Kepler-1817 b,Kepler-1817 b
5342473,Kepler-1818 b,Kepler-1818 b
9963265,Kepler-1819 b,Kepler-1819 b
12058931,Kepler-182 b,Kepler-182 b
12058931,Kepler-182 c,Kepler-182 c
10874215,Kepler-1820 b,Kepler-1820 b
11718144,Kepler-1821 b,Kepler-1821 b
6062929,Kepler-1822 b,Kepler-1822 b
9003401,Kepler-1823 b,Kepler-1823 b
5978559,Kepler-1824 b,Kepler-1824 b
7120108,Kepler-1825 b,Kepler-1825 b
11192235,Kepler-1826 b,Kepler-1826 b
5534941,Kepler-1827 b,Kepler-1827 b
1872821,Kepler-1828 b,Kepler-1828 b
12505654,Kepler-1829 b,Kepler-1829 b
4270253,Kepler-183 b,Kepler-183 b
4270253,Kepler-183 c,Kepler-183 c
5716932,Kepler-1830 b,Kepler-1830 b
11566256,Kepler-1831 b,Kepler-1831 b
7987866,Kepler-1832 b,Kepler-1832 b
9086251,Kepler-1833 b,Kepler-1833 b
4665571,Kepler-1834 b,Kepler-1834 b
4665571,Kepler-1834 c,Kepler-1834 c
8073806,Kepler-1835 b,Kepler-1835 b
5621586,Kepler-1836 b,Kepler-1836 b
9210387,Kepler-1837 b,Kepler-1837 b
5042210,Kepler-1838 b,Kepler-1838 b
11818607,Kepler-1839 b,Kepler-1839 b
7445445,Kepler-184 b,Kepler-184 b
7445445,Kepler-184 c,Kepler-184 c
7445445,Kepler-184 d,Kepler-184 d
6149910,Kepler-1840 b,Kepler-1840 b
5436013,Kepler-1841 b,Kepler-1841 b
6846911,Kepler-1842 b,Kepler-1842 b
5963582,Kepler-1843 b,Kepler-1843 b
2718778,Kepler-1844 b,Kepler-1844 b
3122913,Kepler-1845 b,Kepler-1845 b
8631504,Kepler-1846 b,Kepler-1846 b
8379705,Kepler-1847 b,Kepler-1847 b
9177629,Kepler-1848 b,Kepler-1848 b
5942949,Kepler-1849 b,Kepler-1849 b
8008206,Kepler-185 b,Kepler-185 b
8008206,Kepler-185 c,Kepler-185 c
7879433,Kepler-1850 b,Kepler-1850 b
9205907,Kepler-1851 b,Kepler-1851 b
5174858,Kepler-1852 b,Kepler-1852 b
9635606,Kepler-1853 b,Kepler-1853 b
1849702,Kepler-1854 b,Kepler-1854 b
6183511,Kepler-1855 b,Kepler-1855 b
12469800,Kepler-1856 b,Kepler-1856 b
4484336,Kepler-1857 b,Kepler-1857 b
9832208,Kepler-1858 b,Kepler-1858 b
9896018,Kepler-1859 b,Kepler-1859 b
9896018,Kepler-1859 c,Kepler-1859 c
