kepid,kepoi_name,kepler_name,ra,dec,koi_kepmag,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_model_snr,koi_impact,koi_prad,koi_teq,koi_insol,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,sky_coord.ra,sky_coord.dec
4150611,K03156.02,,289.74249,39.267059,7.899,FALSE POSITIVE,0.0,1,0,0,0,1.434200327,132.0647,5.968,3097.3,39.1,1.208,44.76,2410.0,7985.65,0.273064,6911.0,4.038,1.501,0.897,289.74249,39.267059
4150611,K03156.03,,289.74249,39.267059,7.899,FALSE POSITIVE,0.0,0,1,0,0,8.653098686,136.657941,3.9071,60715.0,262.6,1.11,77.15,1324.0,725.95,0.470693,6911.0,4.038,1.501,0.897,289.74249,39.267059
4150611,K03156.04,,289.74249,39.267059,7.899,FALSE POSITIVE,0.0,1,0,0,0,94.212787,196.3636,14.48,55654.0,112.3,0.001,35.89,597.0,30.09,0.218937,6911.0,4.038,1.501,0.897,289.74249,39.267059
7285757,K03271.02,,292.95819,42.854889,15.717,CANDIDATE,1.0,0,0,0,0,7.41834569,133.51738,2.462,234.0,11.2,0.049,1.12,800.0,96.9,0.014014,5549.0,4.6,0.732,0.776,292.95819,42.854889
4948730,K03272.01,,297.82544,40.08799,14.802,FALSE POSITIVE,0.0,0,1,1,0,23.0295222,151.14686,7.96,548.2,27.7,1.173,20.81,645.0,40.87,0.198709,5877.0,4.445,0.959,0.936,297.82544,40.08799
5211922,K03273.01,,297.79987,40.349281,15.329,FALSE POSITIVE,0.0,0,0,1,0,27.6853358,132.70397,4.661,1660.7,49.3,0.897,3.11,461.0,10.67,0.04461,5216.0,4.673,0.639,0.704,297.79987,40.349281
5303346,K03275.01,,298.54089,40.471642,14.727,FALSE POSITIVE,0.0,0,1,1,0,37.32483952,143.0389,6.9676,4989.2,155.6,1.263,30.32,461.0,10.67,0.351452,5306.0,4.55,0.79,0.81,298.54089,40.471642
3858879,K03276.01,,293.69415,38.995628,15.112,FALSE POSITIVE,0.0,0,1,1,1,25.951984,148.92323,20.585,2340.2,131.4,1.266,36.8,626.0,36.39,0.322212,5889.0,4.46,1.046,1.152,293.69415,38.995628
4263529,K03358.01,,291.88907,39.361771,14.031,CANDIDATE,1.0,0,0,0,0,10.10404351,132.892841,1.0022,1322.4,39.5,0.951,4.05,752.0,75.32,0.04465,5530.0,4.541,0.831,0.876,291.88907,39.361771
10711551,K03359.01,,282.38327,48.042782,15.507,FALSE POSITIVE,0.0,1,0,0,0,10.692230094,139.953907,5.46939,376651.0,2402.0,0.528,65.42,836.0,115.48,0.636665,6022.0,4.49,0.941,0.997,282.38327,48.042782
7866921,K03360.01,,279.85608,43.6679,14.801,FALSE POSITIVE,0.0,0,1,0,0,91.4999978,182.769045,19.5818,65496.0,1018.4,0.736,21.86,335.0,2.98,0.258662,5263.0,4.572,0.774,0.816,279.85608,43.6679
3098197,K03362.01,,286.00461,38.28471,14.84,FALSE POSITIVE,0.0,0,1,1,1,30.47639859,156.24007,17.9728,130569.0,236.2,0.92,43.01,542.0,20.39,0.500513,5913.0,4.585,0.787,0.874,286.00461,38.28471
11081512,K03364.01,,290.46207,48.699551,15.281,FALSE POSITIVE,0.134,0,0,1,0,15.7397651,132.7942,3.297,287.7,11.2,0.077,1.18,536.0,19.54,0.014954,4733.0,4.569,0.723,0.706,290.46207,48.699551
5384713,K03444.01,,297.4292,40.561909,13.693,CANDIDATE,1.0,0,0,0,0,12.67143692,137.50707,2.498,215.8,13.7,0.047,0.76,404.0,6.31,0.013071,3705.0,4.721,0.529,0.536,297.4292,40.561909
5384713,K03444.02,,297.4292,40.561909,13.693,FALSE POSITIVE,0.0,0,1,0,0,60.32668824,145.057472,1.6864,3146.7,57.0,0.974,4.98,240.0,0.79,0.086168,3705.0,4.721,0.529,0.536,297.4292,40.561909
5384713,K03444.03,,297.4292,40.561909,13.693,CANDIDATE,0.977,0,0,0,0,2.63595435,132.31984,1.309,93.7,9.2,0.005,0.5,682.0,51.07,0.008651,3705.0,4.721,0.529,0.536,297.4292,40.561909
5384713,K03444.04,,297.4292,40.561909,13.693,FALSE POSITIVE,0.0,0,0,1,0,14.1502311,141.47344,1.503,208.1,9.3,0.013,0.74,390.0,5.44,0.012874,3705.0,4.721,0.529,0.536,297.4292,40.561909
2852528,K03446.01,,291.46149,38.001808,15.709,FALSE POSITIVE,0.0,0,1,1,1,11.9615433,131.895,3.129,424.5,12.4,0.576,2.24,847.0,121.71,0.019583,6142.0,4.456,1.046,1.143,291.46149,38.001808
3348216,K03448.01,,292.96008,38.431431,14.863,CANDIDATE,0.982,0,0,0,0,32.510844,136.62491,3.254,361.9,12.6,0.421,2.62,680.0,50.56,0.017696,6074.0,4.244,1.358,1.183,292.96008,38.431431
8868907,K03539.01,,284.51367,45.1203,15.291,FALSE POSITIVE,0.0,0,1,0,0,157.32263943,222.900363,21.9232,153932.0,1386.8,0.888,56.66,351.0,3.61,0.524595,6109.0,4.472,0.989,1.056,284.51367,45.1203
8868364,K03541.01,,284.2572,45.118668,13.769,CANDIDATE,0.45,0,0,0,0,421.42848194,262.2889053,8.60447,96654.3,3162.0,0.356,54.16,335.0,2.97,0.290386,6235.0,4.034,1.708,1.152,284.2572,45.118668
3964545,K03542.01,,294.14001,39.08987,14.776,FALSE POSITIVE,0.0,0,1,0,0,3.012476415,132.2466206,3.31903,198402.0,2060.3,0.708,58.77,1388.0,879.89,0.494689,6015.0,4.329,1.088,0.92,294.14001,39.08987
9656397,K03543.01,,294.70926,46.38472,13.841,FALSE POSITIVE,0.0,0,1,0,0,204.74104758,202.871314,20.5357,333804.0,2000.2,0.596,97.39,404.0,6.3,0.619359,6517.0,4.211,1.44,1.234,294.70926,46.38472
3735629,K03544.01,,287.98795,38.89175,16.144,FALSE POSITIVE,0.0,0,1,0,0,4.664186517,133.670668,4.0639,555376.0,445.7,0.29,278.81,1683.0,1896.44,0.713388,5062.0,3.515,3.579,1.53,287.98795,38.89175
8244173,K03545.01,,295.5061,44.110538,15.896,FALSE POSITIVE,0.0,0,1,0,0,1.092066399,132.1028432,2.97608,401890.0,1160.6,0.488,40.74,1164.0,432.44,0.64771,4556.0,4.67,0.576,0.566,295.5061,44.110538
7287391,K03546.01,,293.46356,42.88406,15.295,FALSE POSITIVE,0.0,0,1,0,0,4.286103033,134.590777,2.6422,173359.0,397.1,0.544,25.8,686.0,52.42,0.399778,4206.0,4.663,0.591,0.587,293.46356,42.88406
5181804,K03638.01,,290.22836,40.355389,15.929,FALSE POSITIVE,0.0,0,1,0,0,4.350460215,132.27239,2.5276,50424.0,247.2,4.203,533.08,1472.0,1107.34,3.447527,6585.0,4.208,1.416,1.185,290.22836,40.355389
10491544,K03639.01,,298.91165,47.658298,13.436,FALSE POSITIVE,0.0,0,1,1,1,22.77194512,133.84261,10.1995,30246.0,208.6,1.263,251.93,1254.0,584.54,0.500445,5073.0,3.02,4.61,0.812,298.91165,47.658298
8052474,K03640.01,,298.7836,43.854832,12.777,FALSE POSITIVE,0.0,0,1,0,0,245.4382021,361.302835,14.502,11311.6,844.7,1.001,19.17,289.0,1.66,0.177328,5637.0,4.383,0.99,0.866,298.7836,43.854832
3534118,K03641.01,,288.32785,38.627621,13.944,FALSE POSITIVE,0.0,0,1,0,0,178.4129899,218.225235,2.9298,37510.0,535.1,0.936,33.24,361.0,4.0,0.265158,6078.0,4.346,1.148,1.064,288.32785,38.627621
3534118,K03641.02,,288.32785,38.627621,13.944,FALSE POSITIVE,0.0,1,1,0,0,178.44973004,217.6718259,12.86,,,,,,,,,,,,288.32785,38.627621
2441161,K03642.01,,290.93845,37.701172,16.654,FALSE POSITIVE,0.0,0,1,0,0,2.192004364,132.218114,3.075,99583.0,298.7,1.003,37.56,1118.0,369.54,0.500675,5306.0,4.642,0.687,0.765,290.93845,37.701172
9655858,K03733.01,,294.48807,46.334099,17.481,FALSE POSITIVE,0.0,0,1,0,0,31.43284649,138.11259,5.3541,178874.0,154.0,0.815,57.21,577.0,26.19,0.523932,5780.0,4.438,1.0,1.0,294.48807,46.334099
10275880,K03734.01,,292.58875,47.393799,13.211,FALSE POSITIVE,0.0,0,1,1,1,9.72675447,139.47635,19.6214,6641.6,366.4,4.676,995.22,1363.0,815.99,3.745903,6327.0,3.84,2.433,1.495,292.58875,47.393799
2166200,K03735.01,,292.7337,37.559311,17.637,FALSE POSITIVE,0.0,0,1,0,0,8.096939227,132.646466,2.8833,142891.0,177.9,0.786,68.48,1194.0,481.48,0.442225,6572.0,4.208,1.418,1.19,292.7337,37.559311
3547315,K03736.01,,292.13733,38.602348,16.639,FALSE POSITIVE,0.0,0,1,0,0,0.64234865,131.911078,2.1184,39597.0,231.7,0.966,25.76,1829.0,2653.37,0.29825,5441.0,4.553,0.791,0.814,292.13733,38.602348
6933781,K03737.01,,286.69733,42.45116,11.241,FALSE POSITIVE,0.0,0,1,0,0,130.4194187,229.758424,4.165,2290.9,90.4,1.258,57.51,473.0,11.79,0.312575,5770.0,3.946,1.685,0.915,286.69733,42.45116
5478083,K03738.01,,299.01227,40.660034,17.518,FALSE POSITIVE,0.0,0,1,1,0,15.85231085,142.52451,4.8707,437862.0,252.4,6.286,679.44,725.0,65.17,6.221997,5780.0,4.438,1.0,1.0,299.01227,40.660034
10676927,K03830.01,,296.14957,47.937832,17.022,FALSE POSITIVE,0.0,1,0,0,0,1.031100362,131.87473,2.9759,129157.0,178.5,0.293,27.35,1584.0,1491.65,0.333032,5666.0,4.601,0.752,0.841,296.14957,47.937832
5649836,K03831.01,,299.07919,40.828976,16.377,FALSE POSITIVE,0.0,0,1,0,0,0.597933142,131.95669,3.47133,284383.0,1490.3,0.634,63.46,2161.0,5169.99,0.581098,5780.0,4.438,1.0,1.0,299.07919,40.828976
7620660,K03832.01,,295.56024,43.203178,15.48,FALSE POSITIVE,0.0,0,1,1,0,5.36652724,134.86398,8.367,3122.5,50.7,0.985,7.97,982.0,219.72,0.085983,5858.0,4.553,0.849,0.94,295.56024,43.203178
8435232,K03833.01,,293.53409,44.477085,13.534,FALSE POSITIVE,0.0,0,1,0,0,49.5740154,201.97177,63.196,8772.9,200.6,0.472,5.01,280.0,1.46,0.087107,4040.0,4.714,0.527,0.525,293.53409,44.477085
3836399,K03834.01,,286.93588,38.924469,14.449,FALSE POSITIVE,0.0,0,1,1,1,1.540392098,131.9989,3.7271,1022.0,87.2,1.184,17.63,1210.0,506.98,0.223011,4911.0,4.564,0.724,0.7,286.93588,38.924469
8781480,K03929.01,,300.4682,44.981426,13.353,FALSE POSITIVE,0.0,0,1,1,0,121.0598037,159.3454,3.112,1563.0,16.6,1.2,1680.99,1792.0,2437.81,0.253653,3942.0,1.101,60.688,1.696,300.4682,44.981426
11607176,K03930.01,,289.86264,49.637299,14.518,FALSE POSITIVE,0.0,1,0,1,0,3.28274272,132.64464,8.9,292.8,68.2,0.967,1.85,1136.0,392.7,0.020689,5741.0,4.533,0.82,0.837,289.86264,49.637299
10661718,K03931.01,,290.27328,47.986469,15.277,FALSE POSITIVE,0.0,0,1,1,1,1.231361934,131.80783,5.433,471.0,94.7,0.972,2.93,1839.0,2707.51,0.026429,6095.0,4.378,1.016,0.9,290.27328,47.986469
12643589,K00376.01,,288.32147,51.726601,13.754,FALSE POSITIVE,0.0,0,1,1,1,44.14599042,211.531127,3.4015,4467.8,99.6,1.902,121.48,624.0,35.87,0.965649,6692.0,4.383,1.152,1.176,288.32147,51.726601
6137681,K03932.01,,295.83484,41.426971,15.481,FALSE POSITIVE,0.0,0,1,1,1,356.535835,433.62066,5.467,3113.0,25.7,1.281,28.27,220.0,0.55,0.345194,5385.0,4.532,0.75,0.698,295.83484,41.426971
9655419,K03934.01,,294.34845,46.390755,12.659,FALSE POSITIVE,0.0,0,1,0,0,1.92149487,133.2283,1.891,1006.0,11.6,1.29,79.14,2382.0,7634.18,0.322515,6831.0,3.959,2.247,1.675,294.34845,46.390755
10992011,K04025.01,,298.53549,48.419479,14.655,FALSE POSITIVE,0.0,0,1,1,1,0.974479091,132.37246,1.866,221.2,25.3,0.224,1.19,1513.0,1239.32,0.013336,5043.0,4.502,0.819,0.776,298.53549,48.419479
4067110,K04026.01,,294.08896,39.128101,12.855,FALSE POSITIVE,0.0,1,0,1,0,0.735146413,131.49953,5.053,275.4,78.0,1.192,168.34,5366.0,195250.9,0.207343,6611.0,3.112,7.435,2.61,294.08896,39.128101
8694309,K04027.01,,293.8067,44.867352,12.9,FALSE POSITIVE,0.0,0,0,1,0,0.827351796,131.92381,2.1885,44.7,30.6,0.544,0.9,2208.0,5583.73,0.006298,5609.0,4.141,1.31,0.867,293.8067,44.867352
7818447,K04028.01,,290.47928,43.505268,13.593,FALSE POSITIVE,0.0,1,0,0,1,0.618952198,131.590434,2.8244,8324.1,259.3,1.282,4.96,497.0,14.29,0.391534,2661.0,5.283,0.116,0.094,290.47928,43.505268
11569475,K04029.01,,296.61078,49.567039,13.449,FALSE POSITIVE,0.0,1,0,0,0,1.31723412,132.13735,7.284,422.7,78.4,1.07,125.56,5471.0,211468.1,0.095187,6740.0,2.816,12.08,3.479,296.61078,49.567039
9551430,K04030.01,,300.18863,46.185768,15.553,FALSE POSITIVE,0.0,1,0,0,0,7.7553808,134.5191,22.321,839.6,55.9,1.235,22.2,822.0,107.76,0.265403,5607.0,4.539,0.766,0.74,300.18863,46.185768
4669402,K04128.01,,295.53394,39.762249,14.034,FALSE POSITIVE,0.0,0,0,1,0,143.196381,227.3054,10.424,618.1,17.4,1.017,6.64,380.0,4.95,0.057329,6007.0,4.333,1.06,0.882,295.53394,39.762249
11970988,K04129.01,,295.52948,50.370399,13.506,CANDIDATE,1.0,0,0,0,0,2.31482311,133.04857,2.127,58.6,14.2,0.067,0.69,1237.0,554.4,0.006844,5240.0,4.428,0.923,0.833,295.52948,50.370399
10858803,K04130.01,,290.73364,48.207378,15.611,FALSE POSITIVE,0.0,0,1,1,1,0.952374508,132.33436,3.006,204.8,33.0,0.013,1.13,1435.0,1006.13,0.012572,4754.0,4.508,0.821,0.791,290.73364,48.207378
6129694,K04131.01,,293.71811,41.430939,13.205,FALSE POSITIVE,0.0,1,0,0,0,0.936751792,132.2026,5.658,26.4,23.0,0.991,2.07,3814.0,50168.18,0.006508,7843.0,3.829,2.909,2.081,293.71811,41.430939
7601918,K04133.01,,289.98096,43.299492,12.696,FALSE POSITIVE,0.0,0,0,1,0,0.621361411,131.67283,1.0628,45.0,24.6,0.017,1.12,2913.0,17004.65,0.0062,6234.0,4.046,1.66,1.116,289.98096,43.299492
5481148,K02701.01,,299.59561,40.622822,14.818,FALSE POSITIVE,0.0,0,0,1,0,22.023514,135.18349,1.932,1670.0,10.2,0.934,4.79,639.0,39.45,0.04685,5860.0,4.489,0.936,0.986,299.59561,40.622822
6307063,K02702.01,,297.62936,41.637459,13.693,FALSE POSITIVE,0.0,0,1,1,1,75.378004,167.11715,6.744,447.8,20.5,0.989,3.82,455.0,10.13,0.032476,5876.0,4.374,1.077,1.001,297.62936,41.637459
10275805,K02782.01,,292.55612,47.329079,15.701,FALSE POSITIVE,0.0,0,1,1,0,112.645961,182.99824,7.037,1957.9,23.3,1.277,35.36,377.0,4.76,0.326725,5895.0,4.489,0.991,1.105,292.55612,47.329079
5709889,K02783.01,,293.17096,40.99559,14.694,CANDIDATE,1.0,0,0,0,0,0.526887517,131.86561,0.8971,119.9,20.6,0.292,0.58,1238.0,550.37,0.01021,3945.0,4.721,0.519,0.515,293.17096,40.99559
3119256,K02784.01,,292.05014,38.261002,11.056,FALSE POSITIVE,0.0,0,0,1,0,4.14244748,132.907,2.203,69.9,12.3,0.386,1.82,1907.0,3128.33,0.007838,6785.0,3.83,2.124,1.113,292.05014,38.261002
4861791,K02870.01,,298.03931,39.901939,15.957,FALSE POSITIVE,0.0,0,0,1,1,5.62950902,136.8607,6.542,297.5,14.3,0.974,2.11,979.0,216.41,0.021476,5822.0,4.529,0.898,0.994,298.03931,39.901939
10793172,K02871.04,,290.20163,48.185822,14.754,CANDIDATE,0.949,0,0,0,0,7.9788198,132.2596,2.874,83.8,8.3,0.05,0.99,927.0,174.85,0.008249,5553.0,4.33,1.098,0.941,290.20163,48.185822
7136729,K02872.01,,296.88654,42.655079,14.162,FALSE POSITIVE,0.0,0,0,1,0,3.17319407,133.38365,2.512,135.8,16.2,0.211,0.91,1077.0,318.23,0.010595,5369.0,4.508,0.784,0.722,296.88654,42.655079
6364276,K02873.01,,291.89893,41.744492,15.29,FALSE POSITIVE,0.0,0,0,1,1,5.24368302,132.7109,10.873,225.4,36.9,0.006,0.91,654.0,43.13,0.013281,4194.0,4.633,0.629,0.619,291.89893,41.744492
4935172,K02962.01,,294.86319,40.007511,14.229,CANDIDATE,0.785,0,0,0,0,2.17291055,131.73552,2.139,76.4,13.6,0.362,0.93,1507.0,1220.49,0.008116,6164.0,4.446,1.045,1.109,294.86319,40.007511
8760040,K02963.02,,294.33646,44.918289,14.544,CANDIDATE,0.913,0,0,0,0,7.35101287,133.63951,2.757,115.9,12.8,0.608,1.42,1064.0,303.08,0.010277,5951.0,4.283,1.262,1.117,294.33646,44.918289
10098844,K02964.02,,299.67587,47.07584,14.089,FALSE POSITIVE,0.189,1,0,0,0,35.080928,164.4576,6.92,100.7,7.6,0.712,1.21,610.0,32.63,0.009834,6007.0,4.353,1.126,1.042,299.67587,47.07584
4857058,K03061.02,,297.04208,39.912231,14.316,FALSE POSITIVE,0.129,1,0,0,0,77.915425,160.9193,8.274,178.8,9.2,0.448,1.17,367.0,4.28,0.012253,5135.0,4.464,0.874,0.812,297.04208,39.912231
7613246,K03062.01,,293.57123,43.28648,14.98,FALSE POSITIVE,0.0,0,0,1,0,0.769127296,131.56425,0.998,114.6,17.0,0.067,0.9,1917.0,3179.14,0.009903,6024.0,4.561,0.831,0.916,293.57123,43.28648
9899505,K03064.01,,295.26227,46.78138,15.952,FALSE POSITIVE,0.0,1,0,1,1,1.332562787,132.05138,6.28,1111.9,125.2,1.24,29.1,1703.0,1983.27,0.275597,6091.0,4.487,0.967,1.045,295.26227,46.78138
8738244,K03157.01,,284.49561,44.988121,8.163,FALSE POSITIVE,0.0,1,0,0,0,0.683082998,131.73271,4.409,143.3,26.1,0.694,9.92,6757.0,492690.35,0.011709,8247.0,3.17,7.762,3.253,284.49561,44.988121
8121310,K00317.02,,298.81638,43.998039,12.885,CANDIDATE,0.812,0,0,0,0,11.505879,136.2363,5.583,49.8,12.5,0.029,0.99,1000.0,236.35,0.006463,6336.0,4.266,1.403,1.324,298.81638,43.998039
3342467,K03278.01,,291.52487,38.455849,14.71,FALSE POSITIVE,0.0,0,1,0,0,88.1804682,209.15533,5.033,1138.6,17.5,0.026,2.78,359.0,3.94,0.030375,5497.0,4.57,0.839,0.952,291.52487,38.455849
9880467,K00326.01,,286.65604,46.783543,12.96,CANDIDATE,0.005,0,0,0,0,8.97349999,171.03075,3.1408,935.1,44.1,0.56,36.0,2262.0,6178.9,0.02858,4751.0,2.52,11.536,1.606,286.65604,46.783543
10484409,K03366.01,,296.9025,47.628281,15.246,FALSE POSITIVE,0.001,0,0,1,0,10.6784787,140.159,2.307,201.0,9.4,0.271,1.12,712.0,60.7,0.012911,5459.0,4.583,0.797,0.893,296.9025,47.628281
10935993,K03367.01,,298.19162,48.396259,15.056,CANDIDATE,0.999,0,0,0,0,25.3736543,151.8667,2.619,372.9,10.6,0.265,1.88,653.0,42.92,0.017854,6195.0,4.47,0.966,0.998,298.19162,48.396259
5257082,K03368.01,,285.41266,40.42577,14.889,CANDIDATE,0.955,0,0,0,0,10.08535311,140.97143,1.75,222.5,10.7,0.532,1.45,843.0,119.67,0.014096,5947.0,4.487,0.945,1.0,285.41266,40.42577
5796185,K03369.01,,293.45609,41.045849,15.831,FALSE POSITIVE,0.0,0,1,0,0,42.559265547,161.57039,3.36626,207990.0,950.0,0.775,51.86,487.0,13.28,0.550314,5764.0,4.548,0.863,0.959,293.45609,41.045849
10798838,K03449.01,,292.52029,48.123531,14.822,FALSE POSITIVE,0.0,0,1,0,0,62.127677128,172.0663,5.25005,37430.2,990.3,1.158,38.61,402.0,6.15,0.438163,5344.0,4.494,0.807,0.74,292.52029,48.123531
8560940,K03450.01,,292.17368,44.662861,14.545,FALSE POSITIVE,0.0,0,1,1,1,31.9730649,133.8409,8.872,158.6,15.6,0.716,1.09,530.0,18.59,0.012353,5811.0,4.571,0.811,0.898,292.17368,44.662861
10793576,K03451.01,,290.34442,48.147308,14.056,CANDIDATE,1.0,0,0,0,0,10.90752977,136.60797,2.764,186.0,11.8,0.147,1.58,955.0,196.51,0.012591,6414.0,4.377,1.147,1.141,290.34442,48.147308
7021177,K03452.01,,287.63705,42.530819,15.511,FALSE POSITIVE,0.0,0,1,0,0,18.64532882,147.207512,3.63893,433815.0,1256.8,0.454,61.81,656.0,43.71,0.669838,5931.0,4.554,0.845,0.933,287.63705,42.530819
4932689,K03453.01,,294.23987,40.012131,15.558,FALSE POSITIVE,0.0,0,0,1,1,18.1118457,134.7252,6.309,328.7,10.8,1.235,31.25,803.0,98.09,0.251489,6434.0,4.394,1.138,1.169,294.23987,40.012131
7122259,K03454.01,,293.14578,42.624161,15.6,FALSE POSITIVE,0.0,0,1,0,0,20.882125422,146.5689626,8.03365,233450.0,3506.5,0.743,66.27,737.0,69.67,0.566124,6335.0,4.427,1.072,1.12,293.14578,42.624161
6756202,K03547.01,,283.89862,42.299992,14.282,FALSE POSITIVE,0.0,0,1,0,0,290.7778719,393.511387,12.0525,225767.0,1836.8,0.761,45.27,222.0,0.58,0.564828,5207.0,4.585,0.734,0.756,283.89862,42.299992
10215869,K03548.01,,294.92371,47.249989,14.115,FALSE POSITIVE,0.0,0,1,0,0,5.017239915,134.490136,4.36126,144642.0,970.9,0.191,41.75,1229.0,538.77,0.354356,6519.0,4.41,1.079,1.091,294.92371,47.249989
2307206,K03549.01,,292.37616,37.657459,15.734,FALSE POSITIVE,0.0,0,1,0,0,204.0329342,253.536626,17.5623,411374.0,884.9,0.49,57.35,272.0,1.29,0.65162,5553.0,4.577,0.806,0.903,292.37616,37.657459
7025540,K03550.01,,289.25281,42.562611,15.783,FALSE POSITIVE,0.0,0,1,0,0,2.148219541,132.76673,2.94091,457844.0,619.8,0.424,49.6,1009.0,244.99,0.675881,4694.0,4.6,0.672,0.657,289.25281,42.562611
7620844,K03551.01,,295.61038,43.260422,15.161,FALSE POSITIVE,0.0,0,1,0,0,58.621578824,178.5674958,8.52961,142951.0,1887.7,0.896,40.43,385.0,5.19,0.51068,5232.0,4.554,0.725,0.686,295.61038,43.260422
6233466,K03552.01,,299.04727,41.538078,14.679,FALSE POSITIVE,0.0,0,1,0,0,15.873380595,143.859941,8.0429,208362.0,978.2,3.454,630.53,962.0,202.23,3.047001,5622.0,3.907,1.895,1.056,299.04727,41.538078
3231120,K03643.01,,290.34445,38.377071,16.597,FALSE POSITIVE,0.0,0,1,0,0,3.900109346,133.380544,3.9037,126194.0,448.0,0.733,40.37,1160.0,427.83,0.381514,5791.0,4.424,0.969,0.91,290.34445,38.377071
12216706,K03644.01,,295.74377,50.830921,15.009,FALSE POSITIVE,0.0,0,1,0,0,1.471060209,132.27522,4.3708,148439.0,563.0,0.895,165.15,3693.0,43941.18,0.519524,8749.0,3.806,2.911,1.979,295.74377,50.830921
5816806,K03645.01,,298.33798,41.075291,17.046,FALSE POSITIVE,0.0,0,1,0,0,4.45543346,134.453921,5.116,245681.0,508.6,0.469,51.69,1106.0,354.27,0.473378,5780.0,4.438,1.0,1.0,298.33798,41.075291
6531496,K03646.01,,294.59052,41.94651,16.095,FALSE POSITIVE,0.0,0,1,1,0,14.323889947,135.225964,4.83729,69071.6,834.3,1.073,45.93,720.0,63.62,0.469972,5853.0,4.529,0.895,0.99,294.59052,41.94651
6531496,K03646.02,,294.59052,41.94651,16.095,FALSE POSITIVE,0.0,0,1,1,0,0.512869432,132.01554,4.015,2313.0,133.9,1.263,31.12,2185.0,5384.53,0.318442,5853.0,4.529,0.895,0.99,294.59052,41.94651
9661869,K03647.01,,296.65707,46.38052,16.677,FALSE POSITIVE,0.0,0,1,0,0,20.427232317,135.862807,3.46429,121813.0,526.6,5.499,601.32,749.0,74.27,4.912193,6167.0,4.354,1.121,1.032,296.65707,46.38052
10857342,K03739.01,,290.01151,48.244202,14.467,FALSE POSITIVE,0.0,0,1,0,0,2.415925551,133.610004,9.7769,560970.0,1598.3,0.511,300.82,3329.0,29070.1,0.840385,8796.0,3.711,3.278,2.014,290.01151,48.244202
5215700,K03740.01,,298.5304,40.39846,15.168,FALSE POSITIVE,0.0,0,1,0,0,0.656201038,132.0994299,4.17901,174860.0,2065.8,1.439,112.77,2157.0,5094.25,1.033681,6025.0,4.472,0.999,1.08,298.5304,40.39846
8780959,K03741.01,,300.33237,44.986141,13.306,FALSE POSITIVE,0.0,0,1,1,1,2.617280959,132.391963,9.661,3089.9,262.4,3.651,395.94,1689.0,1918.98,2.695783,6432.0,4.207,1.345,1.06,300.33237,44.986141
8780959,K03741.02,,300.33237,44.986141,13.306,FALSE POSITIVE,0.0,1,0,0,0,18.577903,142.171,20.11,99.8,6.6,0.105,1.36,879.0,140.97,0.009226,6432.0,4.207,1.345,1.06,300.33237,44.986141
7612691,K03836.01,,293.40939,43.225201,15.889,FALSE POSITIVE,0.0,1,0,1,0,3.46724809,133.90269,11.01,1317.3,107.0,0.953,2.52,841.0,118.15,0.042435,4969.0,4.713,0.543,0.556,293.40939,43.225201
9761573,K03837.01,,287.3717,46.564838,14.114,FALSE POSITIVE,0.0,0,1,0,0,7.4413445,137.3429,2.8754,2234.0,66.4,1.286,43.5,1136.0,393.59,0.336713,6540.0,4.321,1.183,1.066,287.3717,46.564838
8042789,K03838.01,,296.39835,43.803532,15.757,FALSE POSITIVE,0.0,0,1,1,0,4.618309224,135.85023,3.6752,1191.0,68.5,1.247,25.43,947.0,190.56,0.285711,5452.0,4.572,0.815,0.91,296.39835,43.803532
10095484,K03839.01,,298.71072,47.037449,14.382,FALSE POSITIVE,0.0,0,1,1,1,0.677761275,131.625946,3.7085,877.9,120.8,1.205,22.15,1906.0,3136.01,0.237792,5699.0,4.553,0.853,0.95,298.71072,47.037449
