pl_name,hostname,disc_year,discoverymethod,tran_flag,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_rade,pl_masse,pl_dens,pl_insol,pl_imppar,pl_trandep,st_teff,st_rad,st_mass,st_lum,st_age,st_dens
Kepler-259 c,Kepler-259,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,36.924931,2.7,,2.16,15.054,0.03,0.0902,5938.0,0.898,0.867,-0.15271,0.4,1.22
Kepler-148 c,Kepler-148,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.180043,3.6,,1.48,187.197,0.48,0.18805,5272.0,0.851,0.86,-0.38342,11.2,2.53222
Kepler-165 c,Kepler-165,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.31299,2.23,,2.77,25.931,0.06,0.08649,5211.0,0.77,0.746,-0.4723,10.5,1.89
Kepler-216 b,Kepler-216,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.693641,2.35,,2.59,540.034,0.72,0.03036,6091.0,1.26,1.126,0.51836,0.28,0.31
Kepler-289 d,Kepler-289,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,66.0282,3.03,5.33,1.14,,0.05,,5990.0,1.0,1.08,0.061,0.65,1.58
Kepler-289 c,Kepler-289,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,125.8723,11.23,157.18,0.66,4.882,0.394,1.23895,5990.0,1.0,1.08,0.061,0.65,1.58
Kepler-289 b,Kepler-289,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,34.5383,2.49,3.7,1.45,27.371,0.825,0.04298,5990.0,1.0,1.08,0.061,0.65,1.58
Kepler-338 b,Kepler-338,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.726976,2.44,30.6,11.6,256.606,0.14,0.01992,5923.0,1.735,1.105,0.5857,6.46,0.21
Kepler-116 c,Kepler-116,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.07163,2.3,,2.66,208.982,0.19,0.02446,6142.0,1.454,1.198,0.42073,3.16,0.47
Kepler-266 b,Kepler-266,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.61833,2.48,,2.42,230.403,0.36,0.05491,5885.0,1.028,0.947,0.01163,4.79,1.11507
Kepler-270 b,Kepler-270,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.476094,2.01,,3.18,178.362,0.14,0.01823,6067.0,1.461,1.17,0.31211,2.73,0.63
Kepler-183 b,Kepler-183,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.687945,2.06,,3.08,281.845,0.25,0.04764,5888.0,0.958,0.99,0.026,5.62,0.92
Kepler-280 c,Kepler-280,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.807091,2.01,,3.18,279.085,0.68,0.04505,5744.0,0.886,0.962,-0.06437,5.62,1.08
Kepler-155 b,Kepler-155,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.931194,2.09,,3.02,23.5,0.67,0.10351,4508.0,0.62,0.635,-1.21,2.9,1.00752
Kepler-300 c,Kepler-300,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.714955,2.25,,2.74,43.248,0.7,0.05639,5986.0,0.9,1.07,0.33994,3.63,0.39973
Kepler-131 b,Kepler-131,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.092,2.41,16.13,6.0,66.122,0.79,0.04354,5685.0,1.03,1.02,0.02191,3.66,1.44
Kepler-100 c,Kepler-100,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.8159,2.2,7.05,1.721102,208.657,0.05,0.02181,5825.0,1.49,1.08,0.39445,6.46,0.44
Kepler-101 c,Kepler-101,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.02976,1.25,3.78,10.5,596.069,0.75,0.00546,5667.0,1.56,1.17,0.42034,5.9,0.437
Kepler-101 b,Kepler-101,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.4876812,5.77,51.1,1.45,1240.332,0.52,0.12988,5667.0,1.56,1.17,0.42034,5.9,0.437
Kepler-383 c,Kepler-383,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.200751,1.24,,5.97,6.44,0.36,0.03601,4710.0,0.672,0.669,-0.698,13.9,3.24938
Kepler-235 d,Kepler-235,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.060548,2.05,,3.1,4.03,0.11,0.14947,4255.0,0.554,0.581,-1.10237,6.0,4.14
Kepler-215 c,Kepler-215,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.667108,1.77,,3.75,57.694,0.85,0.01981,5739.0,1.027,0.788,-0.1172,1.62,1.12
Kepler-126 b,Kepler-126,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.495711,1.52,,5.762535,298.088,0.65,0.01131,6239.0,1.358,1.108,0.452,3.39,0.4
Kepler-271 b,Kepler-271,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.43547805,1.23,,6.02,75.957,0.51,0.02102,5555.0,0.87,0.9,-0.25319,4.57,1.36
Kepler-338 e,Kepler-338,2014,Transit Timing Variations,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.341,1.56,8.5,12.3,428.524,0.69,0.00817,5999.0,1.735,1.14,0.5857,6.46,0.21
Kepler-223 c,Kepler-223,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.84564,3.44,5.1,0.71,302.474,0.31,0.04367,5803.0,1.72,1.125,0.37128,8.91,0.00401
Kepler-162 b,Kepler-162,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.919798,1.26,,5.85,305.946,0.27,0.01701,5816.0,0.958,1.053,0.1554,4.57,0.76
Kepler-180 c,Kepler-180,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,41.885775,3.01,,1.88,16.423,0.75,0.06874,5731.0,1.063,0.95,-0.13204,9.7,1.66339
Kepler-399 d,Kepler-399,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,58.034616,1.89,,3.44,5.57,0.19,0.08071,5502.0,0.68,0.902,-0.418,3.98,3.03003
Kepler-157 b,Kepler-157,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.732342,1.32,,5.5,1572.309,0.02,0.01824,5774.0,1.044,0.95,0.09117,7.59,0.8
Kepler-412 b,Kepler-412,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.7208604,15.031269,299.07803,0.52,2144.307,0.7942,1.05413,5750.0,1.287,1.167,0.26854,5.37,0.97299
Kepler-259 b,Kepler-259,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.115317,2.8,,2.07,113.451,0.75,0.08349,5938.0,0.898,0.867,-0.15271,0.4,1.22
Kepler-234 b,Kepler-234,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.711506,3.7,,1.43,1007.716,0.85,0.08375,6224.0,1.113,1.129,0.23955,2.88,0.75
Kepler-186 b,Kepler-186,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.8867907,1.07,,5.56,37.372,0.3,0.05142,3788.0,0.472,0.478,-1.385,4.0,6.4
Kepler-249 d,Kepler-249,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.368459,1.57,,4.39,4.474,0.9,0.07561,3568.0,0.482,0.510238,-1.49485,3.86,5.344976
Kepler-250 c,Kepler-250,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.156804,2.28,,2.7,71.499,0.05,0.0867,5160.0,0.805,0.806,-0.45709,13.2,1.85
Kepler-284 c,Kepler-284,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,37.514456,2.61,,2.26,9.042,0.62,0.0935,5615.0,0.814,0.766,-0.34097,0.5,1.84
Kepler-295 c,Kepler-295,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.526258,1.17,,5.87,141.4,0.05,0.019,5603.0,0.898,0.89,0.62949,6.46,0.1
Kepler-262 b,Kepler-262,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.060855,1.36,,5.29,50.169,0.76,0.02366,5841.0,0.881,0.816,-0.13988,3.55,1.55
Kepler-292 d,Kepler-292,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.055679,2.23,,2.77,103.005,0.35,0.07056,5299.0,0.826,0.865,-0.33691,5.13,1.59
Kepler-191 c,Kepler-191,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.738506,1.86,,3.52,23.2,0.14,0.06055,5282.0,0.789,0.857,-0.4145,1.0,1.82
Kepler-299 c,Kepler-299,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.885875,2.65,,2.22,198.554,0.95,0.04285,5617.0,1.032,1.004,-0.04352,3.24,1.09
Kepler-247 c,Kepler-247,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.439452,4.09,,1.26,53.899,0.14,0.30361,5100.0,0.768,0.887,-0.42165,2.14,1.68
Kepler-320 b,Kepler-320,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.371554,1.14,,5.75,280.559,0.67,0.0098,6435.0,1.108,1.072,0.37419,2.14,0.56
Kepler-253 d,Kepler-253,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.119869,3.17,,1.76,24.084,0.65,0.15069,5208.0,0.786,0.86,-0.38741,3.72,1.66
Kepler-258 b,Kepler-258,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.19722,4.06,,1.27,27.791,0.11,0.21414,4942.0,0.915,0.82,-0.57541,13.7,3.0299
Kepler-208 d,Kepler-208,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.131786,1.2,,5.95,176.283,0.11,0.00955,6092.0,1.314,1.082,0.30912,4.68,0.59
Kepler-336 d,Kepler-336,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.678772,2.37,,2.56,74.36,0.5,0.03239,5867.0,1.304,1.09,0.26,4.9,1.04528
Kepler-126 d,Kepler-126,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,100.283134,2.5,,18.398878,14.714,0.14,0.03287,6239.0,1.358,1.108,0.452,3.39,0.4
Kepler-252 c,Kepler-252,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.848463,2.15,,2.91,20.507,0.17,0.17433,4208.0,0.549,0.61,-0.78566,13.9,3.83419
Kepler-318 b,Kepler-318,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.662715,4.71,,1.05,333.149,0.07,0.16194,5746.0,1.189,1.073,0.00394,0.95,1.12
Kepler-96 b,Kepler-96,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.2385,2.67,8.46,2.26,57.524,0.54,0.06433,5690.0,1.02,1.0,-0.05231,2.34,1.54
Kepler-163 c,Kepler-163,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.347262,2.26,,2.73,30.238,0.15,0.06305,5776.0,0.917,0.882,-0.13799,4.27,2.11347
Kepler-261 c,Kepler-261,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.570858,2.0,,3.2,14.512,0.19,0.07537,5098.0,0.794,0.834,-0.471,0.87,1.91
Kepler-413 b,Kepler-413,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,66.262,4.347,67.0,3.2,,,,4700.0,0.7761,0.82,-0.42994,,1.755
Kepler-343 c,Kepler-343,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.22182,2.02,,3.16,57.932,0.0,0.02104,5807.0,1.433,1.055,0.2162,6.46,0.61
Kepler-339 b,Kepler-339,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.977656,1.42,,4.99,159.945,0.6,0.02937,5631.0,0.802,0.87,-0.31322,0.98,1.77
Kepler-303 c,Kepler-303,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.061149,1.14,,5.75,25.851,0.68,0.04975,3944.0,0.485,0.575,-1.0655,7.71,5.28345
Kepler-141 c,Kepler-141,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.010606,1.41,,5.04,77.412,0.31,0.03484,4910.0,0.787,0.878,-0.44625,12.39,1.8
Kepler-304 c,Kepler-304,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.315946,2.17,,2.88,73.598,0.49,0.10497,4731.0,0.687,0.737,-0.6616,2.09,2.33
Kepler-223 d,Kepler-223,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.78869,5.24,8.0,0.31,175.951,0.527,0.07818,5803.0,1.72,1.125,0.37128,8.91,0.00401
Kepler-143 c,Kepler-143,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.082511,3.37,,1.62,58.7,0.89,0.04232,5848.0,1.359,0.982,0.29363,9.33,0.45
Kepler-326 c,Kepler-326,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.580358,1.4,17.4,34.8,303.62,0.26,0.03083,5105.0,0.801,0.91,-0.15657,13.18,0.81
Kepler-186 e,Kepler-186,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.407704,1.27,,5.77,3.608,0.31,0.07089,3788.0,0.472,0.478,-1.385,4.0,6.4
Kepler-241 c,Kepler-241,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,36.065978,2.57,,2.31,5.88,0.07,0.15638,4699.0,0.668,0.671,-0.60729,13.9,3.78452
Kepler-80 d,Kepler-80,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.07222,1.53,6.75,7.04,164.625,0.192,0.0539,4540.0,0.678,0.73,-0.76955,2.0,2.33
Kepler-132 b,Kepler-132,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.178196,1.21,,5.96,284.8,0.26,0.01019,6003.0,1.178,0.929,0.211,4.37,0.91
Kepler-106 d,Kepler-106,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.9802,0.95,8.1,,45.357,0.45,0.0104,5858.0,1.04,1.0,0.08255,4.83,1.38
Kepler-131 c,Kepler-131,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,25.5169,0.84,8.25,77.7,35.736,0.27,0.00631,5685.0,1.03,1.02,0.02191,3.66,1.44
Kepler-376 b,Kepler-376,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.920199,1.07,,5.56,689.912,0.34,0.0081,5900.0,1.175,0.968,0.35663,1.91,0.35
Kepler-179 c,Kepler-179,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.40013,2.0,,3.2,115.983,0.03,0.07432,5302.0,0.759,0.893,-0.27765,1.74,1.64
Kepler-334 c,Kepler-334,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.758005,1.43,,4.94,97.21,0.03,0.01914,5828.0,1.068,1.022,0.05556,2.75,1.02
Kepler-206 c,Kepler-206,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.137471,1.77,,3.75,95.51,0.35,0.02128,5764.0,1.185,0.957,0.08357,8.32,0.78
Kepler-255 c,Kepler-255,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.946047,2.99,,1.9,83.264,0.33,0.09945,5573.0,0.933,0.867,-0.18311,2.4,1.50018
Kepler-330 b,Kepler-330,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.25978,1.35,,5.34,66.578,0.64,0.02984,5117.0,0.722,0.848,-0.44191,3.47,1.73
Kepler-377 b,Kepler-377,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.509529,1.39,,5.14,139.112,0.06,0.01553,5949.0,1.224,1.043,0.21756,5.5,0.66
Kepler-202 c,Kepler-202,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.282493,1.85,,3.54,17.07,0.31,0.07926,4668.0,0.667,0.683,-0.63817,3.24,2.22
Kepler-375 c,Kepler-375,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.986326,2.65,,2.22,33.152,0.93,0.0648,5826.0,0.837,0.891,-0.16278,0.4,1.37
Kepler-112 b,Kepler-112,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.408878,2.36,,2.58,123.818,0.04,0.07989,5544.0,0.841,0.782,-0.08612,12.88,1.16
Kepler-130 d,Kepler-130,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,87.517905,1.64,,4.15,9.834,0.84,0.01452,5884.0,1.127,0.927,0.19831,5.89,0.63
Kepler-99 b,Kepler-99,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.60358,1.48,6.15,10.9,108.042,0.21,0.04498,4782.0,0.73,0.79,-0.58545,1.47,2.86
Kepler-369 c,Kepler-369,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.871572,1.41,,5.04,4.21,0.01,0.09449,3591.0,0.471,0.5,-1.42022,4.17,4.326912
Kepler-253 c,Kepler-253,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.281951,2.65,,2.22,51.273,0.49,0.11107,5208.0,0.786,0.86,-0.38741,3.72,1.66
Kepler-171 c,Kepler-171,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.463462,2.56,,2.32,78.905,0.04,0.10245,5642.0,0.839,0.978,-0.07917,2.4,1.28
Kepler-366 b,Kepler-366,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.281959,1.46,,4.82,1873.311,0.33,0.0191,6209.0,1.048,1.088,0.57277,6.61,0.22
Kepler-312 c,Kepler-312,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.747412,3.15,,1.78,165.824,0.18,0.04807,6115.0,1.467,1.314,0.59751,2.88,0.3
Kepler-49 e,Kepler-49,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.596108,1.56,1.03815,0.046,6.063,0.27,0.08138,4252.0,0.559,0.549,-1.13077,2.88,0.38433
Kepler-52 d,Kepler-52,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,36.445171,1.95,88.8775,18.0,2.945,0.76,0.11556,4263.0,0.556,0.577,-0.99568,1.01,3.439976
Kepler-108 c,Kepler-108,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,190.323494,8.18,,0.511,7.8,0.81,0.11417,5854.0,2.192,1.247,0.707,3.89,0.24339
Kepler-392 b,Kepler-392,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.341853,1.0,,5.34,450.654,0.24,0.00705,5938.0,1.129,0.874,0.19453,2.97,0.59
Kepler-296 d,Kepler-296,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.850291,2.09,,1.9,2.9,0.26,0.16075,3740.0,0.48,0.498,-1.50864,4.2,6.4
Kepler-336 c,Kepler-336,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.600001,2.1,,3.0,206.91,0.05,0.02712,5867.0,1.304,1.09,0.26,4.9,1.04528
Kepler-245 c,Kepler-245,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.460812,2.18,26.7,9.4,25.152,0.2,0.0875,5100.0,0.795,0.856,-0.39579,3.63,1.7
Kepler-397 b,Kepler-397,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.250949,2.46,,2.44,20.01,0.94,0.06187,5307.0,0.767,0.844,-0.376,5.25,1.317
Kepler-379 c,Kepler-379,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,62.784697,2.29,,2.68,19.793,0.18,0.0325,6054.0,1.306,1.125,0.27953,2.24,0.55
Kepler-306 b,Kepler-306,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.646186,1.52,,4.57,127.255,0.07,0.04465,4954.0,0.719,0.75,-0.4693,2.63,1.83
Kepler-121 b,Kepler-121,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.177422,2.34,,2.61,220.489,0.11,0.11343,5311.0,0.701,0.859,-0.47396,0.5,9.36513
Kepler-169 c,Kepler-169,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.195469,1.21,,5.96,82.853,0.04,0.02964,4997.0,0.763,0.825,-0.49611,0.79,1.98
Kepler-324 b,Kepler-324,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.385315,1.14,2414.4,3.0,194.34,0.38,0.01985,5194.0,0.84,0.901,-0.30825,3.39,1.85161
Kepler-55 d,Kepler-55,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.211099,1.59,,4.31,195.005,0.02,0.06617,4503.0,0.619,0.631,-0.76324,2.34,0.02459
Kepler-81 d,Kepler-81,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.837846,1.21,,5.96,7.507,0.71,0.03984,4500.0,0.595,0.648,-0.88941,3.63,4.19265
Kepler-376 c,Kepler-376,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.172327,1.79,,3.7,168.29,0.19,0.02468,5900.0,1.175,0.968,0.35663,1.91,0.35
Kepler-58 d,Kepler-58,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.101371,2.94,245.343,0.53,18.244,0.9,0.055,6099.0,1.127,1.024,-0.00422,2.14,1.15
Kepler-316 c,Kepler-316,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.827766,1.16,,5.81,37.377,0.18,0.05458,4204.0,0.52,0.587,-0.93554,3.31,4.28989
Kepler-54 d,Kepler-54,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.995694,1.53,12.0946,9.2,3.425,0.23,0.07673,4252.0,0.554,0.518,-1.30103,4.83,0.18002
Kepler-192 b,Kepler-192,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.926746,2.74,,2.12,105.297,0.38,0.07255,5479.0,1.007,1.028,-0.09429,2.95,1.11
Kepler-127 b,Kepler-127,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.435889,1.4,,5.09,159.163,0.49,0.01129,6106.0,1.359,1.248,0.40651,2.69,0.48
Kepler-373 b,Kepler-373,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.535309,1.36,,5.29,453.872,0.16,0.02606,5787.0,0.845,0.981,0.21244,10.96,0.43
Kepler-115 b,Kepler-115,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.403679,1.09,,5.6,1215.757,0.43,0.00749,5979.0,1.205,1.042,0.22007,4.17,0.76
Kepler-158 c,Kepler-158,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.551383,1.9,,3.42,6.677,0.61,0.08078,4623.0,0.624,0.655,-0.75667,13.9,2.57
Kepler-116 b,Kepler-116,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.968734,3.42,,1.59,594.451,0.56,0.05279,6142.0,1.454,1.198,0.42073,3.16,0.47
Kepler-251 c,Kepler-251,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.514043,2.77,,2.09,38.953,0.2,0.09735,5526.0,0.89,0.891,-0.17197,2.0,1.61
Kepler-195 c,Kepler-195,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,34.096863,1.55,,4.46,11.281,0.29,0.04727,5329.0,0.775,0.867,-0.36708,2.19,1.7
Kepler-200 c,Kepler-200,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.222157,1.59,,4.31,126.361,0.74,0.02382,5678.0,0.944,0.972,0.00778,6.3,1.08
Kepler-124 c,Kepler-124,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.821375,1.75,,3.8,30.716,0.23,0.07652,4984.0,0.636,0.706,-0.46737,1.82,1.87
Kepler-242 c,Kepler-242,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.496481,2.0,,3.2,20.498,0.37,0.06571,5020.0,0.85,0.748,-0.61267,2.69,2.17
Kepler-315 c,Kepler-315,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,265.469335,4.15,,1.24,1.722,0.94,0.11475,5796.0,1.037,0.831,0.00383,12.3,0.03981
Kepler-359 d,Kepler-359,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,77.095691,4.01,2.7,0.1,5.5,0.92,0.09428,6248.0,1.086,0.827,-0.09657,3.02,0.16559
Kepler-341 d,Kepler-341,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.666313,1.85,,3.54,45.423,0.27,0.0324,6012.0,1.024,0.976,0.12721,9.12,0.6
Kepler-229 d,Kepler-229,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,41.194912,3.85,,1.37,6.162,0.8,0.22139,5120.0,0.728,0.808,-0.53795,2.04,1.94
Kepler-207 b,Kepler-207,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.611865,1.57,,4.39,4097.318,0.38,0.00956,5920.0,1.588,1.313,0.5343,3.63,0.28
Kepler-163 b,Kepler-163,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.810937,1.05,,5.51,115.612,0.55,0.01267,5776.0,0.917,0.882,-0.13799,4.27,2.11347
Kepler-37 e,Kepler-37,2014,Transit Timing Variations,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,51.196,0.37,,879.0,,0.02,0.0027,5288.0,0.772,0.8,-0.32187,3.8,2.46
Kepler-245 b,Kepler-245,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.49019,2.57,146.78,0.12,77.749,0.2,0.12124,5100.0,0.795,0.856,-0.39579,3.63,1.7
Kepler-291 c,Kepler-291,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.700786,1.88,,3.47,332.737,0.57,0.03798,6002.0,1.016,1.023,0.07135,7.76,0.65
Kepler-83 d,Kepler-83,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.169796,1.94,4.1,0.56,28.81,0.37,0.10374,4648.0,0.594,0.58,-1.10237,3.09,3.81596
Kepler-148 b,Kepler-148,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.729366,1.8,,3.67,609.017,0.05,0.05172,5272.0,0.851,0.86,-0.38342,11.2,2.53222
Kepler-165 b,Kepler-165,2014,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.180848,2.32,,2.64,59.799,0.78,0.07235,5211.0,0.77,0.746,-0.4723,10.5,1.89
