pl_name,hostname,disc_year,discoverymethod,tran_flag,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_rade,pl_masse,pl_dens,pl_insol,pl_imppar,pl_trandep,st_teff,st_rad,st_mass,st_lum,st_age,st_dens
Kepler-5 b,Kepler-5,2009,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.5484657,15.984034,670.93913,0.4,1822.758,0.0968,0.72515,6297.0,1.793,1.374,0.65242,2.88,0.39897
Kepler-6 b,Kepler-6,2009,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.2346996,14.616536,212.31044,0.4,792.218,0.141,1.08141,5647.0,1.391,1.209,0.18916,3.8,0.77551
Kepler-4 b,Kepler-4,2009,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.21346,4.002,24.472,1.91,1245.431,0.022,0.087,5857.0,1.487,1.223,0.354,4.5,0.46728
Kepler-7 b,Kepler-7,2009,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.8854892,18.180998,140.16303,0.14,1375.11,0.5599,0.75693,5933.0,1.966,1.359,0.69639,2.9,0.32016
Kepler-9 b,Kepler-9,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.23891,8.29,43.4,0.42,48.229,0.59,0.66605,5774.0,0.958,1.022,-0.038,2.0,1.64
Kepler-11 b,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.3039,1.8,1.9,1.72,146.36,0.116,0.03013,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-11 g,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,118.3807,3.33,25.0,4.0,5.65,0.217,0.1006,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-11 c,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.0241,2.87,2.9,0.66,107.224,0.156,0.07508,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-11 d,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.6845,3.12,7.3,1.28,51.115,0.181,0.0885,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-11 e,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.9996,4.19,8.0,0.58,32.34,0.763,0.1333,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-8 b,Kepler-8,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.5224991,15.871944,187.5197,0.27,1444.881,0.7191,0.91457,6213.0,1.486,1.213,0.605,3.47,0.65374
Kepler-9 c,Kepler-9,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,38.9853,8.08,29.9,0.31,18.903,0.74,0.61591,5774.0,0.958,1.022,-0.038,2.0,1.64
Kepler-40 b,Kepler-40,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.87349,13.11,699.2,1.68,1187.965,0.045,0.37538,6510.0,2.13,1.48,0.81889,2.8,0.213
KOI-217 b,KOI-217,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.90512,12.442,,,272.033,0.0053,1.756,5545.0,0.86,0.95,-0.16872,1.7,2.08224
Kepler-9 d,Kepler-9,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.592851,1.64,,13.547166,1339.658,0.02,0.02483,5777.0,1.02,1.07,-0.038,1.0,1.15
Kepler-11 f,Kepler-11,2010,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,46.6888,2.49,2.0,0.69,19.53,0.463,0.0548,5663.0,1.065,0.961,0.1202,8.5,1.122
Kepler-28 c,Kepler-28,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.99,1.857,2.06,1.764357,35.898,0.008,0.09053,4499.3,0.664,0.684,-0.74494,1.91,3.270797
Kepler-18 c,Kepler-18,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.64159,5.49,17.3,0.59,126.081,0.593,0.22866,5345.0,1.108,0.972,-0.031,10.0,1.01
Kepler-18 b,Kepler-18,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.504725,2.0,6.9,4.9,355.735,0.771,0.0254,5345.0,1.108,0.972,-0.031,10.0,1.01
Kepler-18 d,Kepler-18,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.85888,6.98,16.4,0.27,51.922,0.767,0.3265,5345.0,1.108,0.972,-0.031,10.0,1.01
Kepler-33 c,Kepler-33,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.17562,3.2,0.39,0.13,241.759,0.44,0.02977,5904.0,1.82,1.291,0.556,4.27,0.3
Kepler-32 c,Kepler-32,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.7522,2.0,158.9,0.33,10.68,0.017,0.1453,3900.0,0.53,0.58,-1.29243,5.6,4.215113
Kepler-33 b,Kepler-33,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.66793,1.74,,3.84,744.011,0.5,0.00868,5904.0,1.82,1.291,0.556,4.27,0.3
Kepler-14 b,Kepler-14,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.790123,12.733,2669.66,7.1,1029.51,0.0,0.22523,6395.0,2.048,1.512,0.799,2.2,0.29161
Kepler-16 b,Kepler-16,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,228.776,8.4493,105.833,0.964,,,,4450.0,0.6489,0.6897,-0.90301,3.8,3.563
Kepler-42 b,Kepler-42,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.2137672,0.78,0.705944,0.15,22.388,0.711,0.1821,3068.0,0.17,0.13,-2.62,4.5,26.8
Kepler-26 c,Kepler-26,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.2559,2.72,6.2,1.61,4.82,0.828,0.20548,3914.0,0.512,0.544,-1.06048,2.95,5.98262
Kepler-42 c,Kepler-42,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.45328509,0.73,60.337,98.0,82.125,0.52,0.156,3068.0,0.17,0.13,-2.62,4.5,26.8
Kepler-17 b,Kepler-17,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.4857108,14.68,778.65,1.35,1481.766,0.268,2.18019,5781.0,1.01034,1.04,0.01164,1.8,1.421655
Kepler-34 b,Kepler-34,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.822,8.564,69.92,0.613,,,,5913.0,1.1618,1.0479,0.173,,0.2529
Kepler-35 b,Kepler-35,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,131.458,8.16,40.363,0.41,,,,5606.0,1.0284,0.8877,-0.027,,2.80648
Kepler-31 b,Kepler-31,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.8613,5.5,36.7418,0.78,91.474,0.833,0.1895,6340.0,1.22,1.21,0.30134,0.28,0.61
Kepler-33 f,Kepler-33,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,41.02902,4.46,9.6,0.9,53.183,0.43,0.0579,5904.0,1.82,1.291,0.556,4.27,0.3
Kepler-27 c,Kepler-27,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.3309,4.9,4385.87,,11.067,0.7923,0.50738,5400.0,0.59,0.65,-0.32941,1.62,1.68
Kepler-29 b,Kepler-29,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.33974,2.55,5.0,1.65,55.9,0.379,0.102,5378.0,0.732,0.761,-0.29687,0.3,1.93
Kepler-28 b,Kepler-28,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.91,1.959,1.63,1.185427,62.577,0.17,0.10629,4499.3,0.664,0.684,-0.74494,1.91,3.270797
Kepler-32 b,Kepler-32,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.90124,2.2,1303.0,0.46,22.025,0.03,0.165,3900.0,0.53,0.58,-1.29243,5.6,4.215113
Kepler-44 b,Kepler-44,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.2467293,12.22,317.82,0.93,1109.223,0.62,0.69982,5800.0,1.35,1.12,0.34743,5.8,0.63
Kepler-23 c,Kepler-23,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.74,3.005,7.81,1.576894,257.39,0.0,0.04152,5828.0,1.548,1.078,0.39783,9.12,0.410259
Kepler-26 b,Kepler-26,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.28,2.78,5.12,1.26,7.6,0.475,0.27947,3914.0,0.512,0.544,-1.06048,2.95,5.98262
Kepler-41 b,Kepler-41,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.8555582,14.46,177.98,0.33,2036.749,0.672,1.10373,5750.0,1.29,1.15,0.26161,4.4,0.754
Kepler-31 c,Kepler-31,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.6318,5.3,1493.7,0.73,35.254,0.855,0.1729,6340.0,1.22,1.21,0.30134,0.28,0.61
Kepler-22 b,Kepler-22,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.863876,2.1,9.1,5.2,1.013,0.768,0.05019,5596.0,0.869,0.857,-0.19024,7.0,1.458
Kepler-25 b,Kepler-25,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.238297,2.748,8.7,2.32,542.96,0.54,0.04028,6354.0,1.316,1.165,0.4216,2.75,0.75
Kepler-45 b,Kepler-45,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.455239,10.76,160.497,0.8,68.37,0.6,3.204,3820.0,0.55,0.59,-1.27572,0.5,4.0
Kepler-19 b,Kepler-19,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.28699,2.209,6.1,3.1,87.6,0.02,0.06917,5541.0,0.859,0.936,-0.16056,1.9,1.33
Kepler-24 c,Kepler-24,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.33,2.514,9.99,3.418442,144.827,0.0587,0.05666,6028.0,1.099,1.06,0.064,3.02,1.109533
Kepler-24 b,Kepler-24,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.14,2.348,11.14,4.686574,252.246,0.1134,0.04965,6028.0,1.099,1.06,0.064,3.02,1.109533
Kepler-23 b,Kepler-23,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.1,1.638,2.56,3.18687,446.107,0.072,0.0131,5828.0,1.548,1.078,0.39783,9.12,0.410259
Kepler-10 b,Kepler-10,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.8374907,1.47,3.24,5.54,3741.78,0.339,0.01919,5708.0,1.065,0.91,0.05467,10.6,1.068
Kepler-10 c,Kepler-10,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,45.294301,2.355,11.29,4.75,18.3,0.3182,0.04768,5708.0,1.065,0.91,0.05467,10.6,1.068
Kepler-43 b,Kepler-43,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.0240949,13.663771,1026.5909,5.0,1138.115,0.6508,0.80048,6041.0,1.42,1.32,0.326,0.69,0.49
Kepler-29 c,Kepler-29,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.28613,2.34,4.5,1.91,34.4,0.929,0.10396,5378.0,0.732,0.761,-0.29687,0.3,1.93
Kepler-33 e,Kepler-33,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.7844,4.02,5.57,0.8,74.72,0.47,0.0467,5904.0,1.82,1.291,0.556,4.27,0.3
Kepler-20 d,Kepler-20,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,77.611455,2.606,13.4,4.1,5.71,0.588,0.08275,5495.0,0.9164,0.929,-0.16451,5.6,1.36
Kepler-20 f,Kepler-20,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.578328,0.952,1.4,8.4,35.9,0.727,0.01156,5495.0,0.9164,0.929,-0.16451,5.6,1.36
KOI-13 b,KOI-13,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.763588,16.948008,2949.4624,3.6,25339.901,0.2536,0.45906,7650.0,1.74,1.72,0.971,1.12,0.49629
Kepler-20 e,Kepler-20,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.0984882,0.821,0.76,7.5,169.8,0.63,0.00748,5495.0,0.9164,0.929,-0.16451,5.6,1.36
Kepler-25 c,Kepler-25,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.7207,5.217,15.2,0.588,210.172,0.88,0.107,6354.0,1.316,1.165,0.4216,2.75,0.75
Kepler-20 c,Kepler-20,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.8540774,2.894,11.1,2.51,78.7,0.594,0.1051,5495.0,0.9164,0.929,-0.16451,5.6,1.36
Kepler-42 d,Kepler-42,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.865169,0.57,0.357785,0.55,12.538,0.681,0.11248,3068.0,0.17,0.13,-2.62,4.5,26.8
Kepler-15 b,Kepler-15,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.942782,10.76,209.76,0.93,430.677,0.554,1.1265,5515.0,0.992,1.018,-0.087,3.7,1.47
Kepler-27 b,Kepler-27,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.3348,4.0,2895.31,,28.681,0.839,0.30814,5400.0,0.59,0.65,-0.32941,1.62,1.68
Kepler-20 b,Kepler-20,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.6961049,1.773,9.7,9.4,331.0,0.633,0.03967,5495.0,0.9164,0.929,-0.16451,5.6,1.36
Kepler-33 d,Kepler-33,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.77596,5.35,3.91,0.25,123.691,0.44,0.08314,5904.0,1.82,1.291,0.556,4.27,0.3
Kepler-12 b,Kepler-12,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.4379629,19.660586,137.30256,0.11,877.539,0.168,1.67211,5947.0,1.483,1.166,0.44933,4.0,0.50824
Kepler-39 b,Kepler-39,2011,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.08721,13.9,6388.1,13.0,90.22,0.36,0.88947,6350.0,1.4,1.29,0.34593,2.1,0.66
Kepler-52 b,Kepler-52,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.8773565,2.1,135.0,3.35,22.72,0.04,0.14616,4075.0,0.52,0.54,-0.99568,1.01,3.439976
Kepler-55 b,Kepler-55,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.9481449,2.43,43.0,16.5,6.642,0.063,0.09425,4362.0,0.58,0.62,-0.76324,2.34,0.02459
Kepler-46 b,Kepler-46,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,33.60134,9.057,1907.0,14.0,10.9,0.757,0.74259,5155.0,0.938,0.902,-0.255,9.7,1.53
PH1 b,PH1,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,138.317,6.18,169.0,,,,,6407.0,1.734,1.528,0.66,2.0,0.293
Kepler-53 c,Kepler-53,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,38.5583038,3.17,36.0,0.92,23.176,0.833,0.0993,5858.0,0.89,0.98,0.03558,0.3,0.85
Kepler-50 b,Kepler-50,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.81254,1.71,8.9,6.04982,494.705,0.74,0.0099,6225.0,1.58,1.24,0.53582,3.8,0.441
Kepler-80 b,Kepler-80,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.05246,2.67,6.93,1.38,54.382,0.422,0.14801,4540.0,0.678,0.73,-0.76955,2.0,2.33
Kepler-84 b,Kepler-84,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.726,2.23,40.0,19.8,222.19,0.42,0.04467,6039.0,1.43,1.0,0.39,3.98,0.02901
Kepler-85 c,Kepler-85,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.51,1.978,2.15,1.527272,61.929,0.925,0.0441,5505.2,0.875,0.928,-0.2123,1.38,1.94556
Kepler-60 c,Kepler-60,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.9187,1.9,3.85,3.06,236.0,0.9,0.01806,5905.0,1.257,1.041,0.36906,8.91,0.34
Kepler-53 b,Kepler-53,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.6489525,2.89,111.0,1.18,60.997,0.76,0.08936,5858.0,0.89,0.98,0.03558,0.3,0.85
Kepler-48 b,Kepler-48,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.778,1.88,3.94,3.23,173.12,0.17,0.0473,5194.0,0.89,0.88,-0.28926,3.14,1.98
Kepler-32 d,Kepler-32,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.7802,2.7,67.4815,0.52,3.631,0.008,0.2181,3900.0,0.53,0.58,-1.29243,5.6,4.215113
Kepler-54 b,Kepler-54,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.0109434,2.1,0.98,0.76,12.357,0.9461,0.13336,3705.0,0.5,0.51,-1.30103,4.83,0.18002
Kepler-84 c,Kepler-84,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.883,2.36,20.2,8.44,132.23,0.9611,0.04605,6039.0,1.43,1.0,0.39,3.98,0.02901
Kepler-83 b,Kepler-83,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.77,2.83,2.94,0.83,15.412,0.09,0.18978,4082.0,0.61,0.66,-1.10237,3.09,3.81596
Kepler-30 b,Kepler-30,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,29.33434,3.9,11.3,1.02,16.379,0.38,0.165,5498.0,0.95,0.99,-0.23658,2.0,2.0
Kepler-55 c,Kepler-55,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.1516418,2.21,69.8,35.5,3.84,0.16,0.08955,4362.0,0.58,0.62,-0.76324,2.34,0.02459
Kepler-30 d,Kepler-30,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,143.34394,8.8,23.1,0.19,1.962,0.38,0.83,5498.0,0.95,0.99,-0.23658,2.0,2.0
Kepler-59 c,Kepler-59,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.9801235,1.98,3.81,1.62,107.741,0.814,0.02139,6074.0,0.94,1.04,0.32374,0.26,0.39
Kepler-54 c,Kepler-54,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.0717249,1.23,0.7,2.376368,3.07,0.868,0.07592,3705.0,0.5,0.51,-1.30103,4.83,0.18002
Kepler-59 b,Kepler-59,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.8681707,1.1,4.1,8.7,187.51,0.729,0.01019,6074.0,0.94,1.04,0.32374,0.26,0.39
Kepler-30 c,Kepler-30,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,60.323105,12.3,640.0,1.88,6.217,0.4,1.62,5498.0,0.95,0.99,-0.23658,2.0,2.0
Kepler-81 b,Kepler-81,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.955,2.42,17.2,6.67,39.95,0.81,0.15051,4385.0,0.59,0.64,-0.88941,3.63,4.19265
Kepler-56 c,Kepler-56,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.40239,9.8,181.0,1.06,317.206,0.943,0.04093,4840.0,4.23,1.32,0.90455,3.5,0.0246
Kepler-65 b,Kepler-65,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.15491,1.42,2.4,4.4,2316.095,0.16,0.0085,6211.0,1.41,1.25,0.4674,2.9,0.621
Kepler-57 c,Kepler-57,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.6,2.196,6.86,3.528714,48.574,0.03,0.04893,5187.9,0.826,0.859,-0.34241,3.31,2.128838
Kepler-49 c,Kepler-49,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.91,2.444,8.38,3.109679,12.341,0.9458,0.13872,4095.6,0.618,0.607,-1.13077,2.88,3.566861
Kepler-79 c,Kepler-79,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.4029,3.72,5.9,0.62,79.765,0.278,0.07899,6174.0,1.302,1.165,0.342,3.44,0.741
Kepler-79 b,Kepler-79,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.4845,3.47,10.9,1.43,205.404,0.41,0.06751,6174.0,1.302,1.165,0.342,3.44,0.741
Kepler-60 d,Kepler-60,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.8981,1.99,4.16,2.91,161.0,0.974,0.01309,5905.0,1.257,1.041,0.36906,8.91,0.34
Kepler-80 c,Kepler-80,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.52355,2.74,6.74,1.22,36.482,0.609,0.14913,4540.0,0.678,0.73,-0.76955,2.0,2.33
Kepler-49 b,Kepler-49,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.2,2.579,9.77,3.082111,21.481,0.91,0.17659,4095.6,0.618,0.607,-1.13077,2.88,3.566861
Kepler-82 b,Kepler-82,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,26.44,4.07,12.15,0.98,19.558,0.641,0.18435,5401.0,0.898,0.91,-0.18507,1.41,1.77
Kepler-36 b,Kepler-36,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.86825,1.498,3.83,6.26,247.0,0.82,0.00846,5979.0,1.634,1.034,0.51005,7.41,0.3508
Kepler-36 c,Kepler-36,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.21865,3.679,7.13,0.787,191.0,0.186,0.04253,5979.0,1.634,1.034,0.51005,7.41,0.3508
Kepler-38 b,Kepler-38,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,105.599,4.3,122.0,,,,0.05,5623.0,1.752,0.941,0.49161,10.0,0.175
Kepler-65 d,Kepler-65,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.13123,1.52,4.14,5.7,394.549,0.53,0.0098,6211.0,1.41,1.25,0.4674,2.9,0.621
Kepler-65 c,Kepler-65,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.859944,2.58,5.4,1.64,609.992,0.42,0.0282,6211.0,1.41,1.25,0.4674,2.9,0.621
Kepler-57 b,Kepler-57,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.72,3.135,25.06,4.466029,124.349,0.9155,0.08654,5187.9,0.826,0.859,-0.34241,3.31,2.128838
Kepler-32 e,Kepler-32,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.896,1.5,4.08181,0.091,56.649,0.082,0.0671,3900.0,0.53,0.58,-1.29243,5.6,4.215113
Kepler-60 b,Kepler-60,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.1334,1.71,4.19,4.62,318.0,0.896,0.0145,5905.0,1.257,1.041,0.36906,8.91,0.34
Kepler-47 b,Kepler-47,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,49.4643,3.05,2.07,0.4,,,,5636.0,0.936,0.957,-0.076,,1.65
Kepler-47 c,Kepler-47,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,303.227,4.65,3.17,0.17,,,,5636.0,0.936,0.957,-0.076,,1.65
Kepler-56 b,Kepler-56,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.5016,6.51,22.1,0.442,819.245,0.741,0.01834,4840.0,4.23,1.32,0.90455,3.5,0.0246
Kepler-58 b,Kepler-58,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.2184954,2.78,35.5,10.1,112.992,0.779,0.04453,5843.0,1.03,0.95,-0.00422,2.14,1.15
Kepler-83 c,Kepler-83,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.09,2.36,2.03,0.38,5.9,0.2174,0.14321,4082.0,0.61,0.66,-1.10237,3.09,3.81596
Kepler-48 c,Kepler-48,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.67395,2.71,14.61,4.01,67.593,0.38,0.09527,5194.0,0.89,0.88,-0.28926,3.14,1.98
Kepler-85 b,Kepler-85,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.3,1.778,1.84,1.819493,107.028,0.921,0.04022,5505.2,0.875,0.928,-0.2123,1.38,1.94556
Kepler-58 c,Kepler-58,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.5741568,2.86,53.0,10.0,64.389,0.775,0.04681,5843.0,1.03,0.95,-0.00422,2.14,1.15
Kepler-21 b,Kepler-21,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.7858212,1.639,7.5,9.3,2749.0,0.584,0.006217,6305.0,1.902,1.408,0.715,2.84,0.287
Kepler-50 c,Kepler-50,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.37647,2.17,8.2,9.249213,388.444,0.94,0.0159,6225.0,1.58,1.24,0.53582,3.8,0.441
Kepler-51 c,Kepler-51,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,85.312,9.0,4.0,0.03,4.331,1.017,0.19026,6018.0,0.94,1.04,-0.1417,0.3,2.16
Kepler-32 f,Kepler-32,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.74296,0.82,969.228,1.5,349.645,0.16,0.0224,3900.0,0.53,0.58,-1.29243,5.6,4.215113
Kepler-51 b,Kepler-51,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,45.154,7.1,2.1,0.03,10.119,0.251,0.62087,6018.0,0.94,1.04,-0.1417,0.3,2.16
Kepler-52 c,Kepler-52,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.3850021,1.84,45.4,20.0,8.55,0.0953,0.11655,4075.0,0.52,0.54,-0.99568,1.01,3.439976
Kepler-81 c,Kepler-81,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.04,2.37,4.3,1.77,15.62,0.85,0.13169,4385.0,0.59,0.64,-0.88941,3.63,4.19265
Kepler-82 c,Kepler-82,2012,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,51.54,5.34,13.9,0.494,8.035,0.0291,0.36443,5401.0,0.898,0.91,-0.18507,1.41,1.77
